gene_id,Gene Name,Reference,Strand,Start,End,B10_S1,B11_S2,B12_S3,D10_S4,D11_S5,D12_S6,H13_S7,H14_S8,H15_S9,L13_S10,L14_S11,L15_S12
FGRAM000v1_010087,-,chr3,+,6761907,6765439,67.795532,75.153056,71.252806,76.923775,85.003632,80.166049,74.245705,82.034756,82.4087,84.533295,88.304252,86.189526
FGRAM000v1_010088,-,chr3,-,6764076,6768693,17.284849,17.214245,12.821557,8.479268,9.211225,9.212284,7.36184,11.957346,9.352193,10.330434,10.006481,8.572024
FGRAM000v1_010089,-,chr3,+,6776354,6780286,17.73028,18.811959,19.338547,31.535091,30.845913,33.405146,26.98802,26.429236,26.146415,32.632924,34.873464,33.715058
FGRAM000v1_010090,-,chr3,-,6780377,6784936,2.481668,2.080609,2.015298,0.766452,0.958918,1.127155,1.471132,1.542765,2.192259,1.843347,1.772535,1.569667
FGRAM000v1_010091,-,chr3,-,6785152,6786880,12.405607,12.677537,9.426674,16.098526,13.780646,14.331677,10.202574,10.69966,9.171321,20.939537,21.131874,20.81493
FGRAM000v1_010092,-,chr3,+,6787192,6788360,11.110637,8.672596,10.865692,10.999758,8.921853,10.197173,9.405101,9.497206,9.982328,11.587986,13.177613,9.910314
FGRAM000v1_010093,-,chr3,+,6788519,6789311,6.977465,9.471009,11.197466,110.143731,103.372005,112.83432,24.700966,25.315509,23.239947,75.017768,75.167135,86.295113
FGRAM000v1_010094,-,chr3,-,6789312,6790323,19.225022,20.019112,19.416176,30.515456,29.629841,29.799551,20.886792,21.043384,23.234775,25.71649,26.020578,26.923774
FGRAM000v1_010095,-,chr3,-,6790933,6793223,49.542117,52.785303,43.814044,38.274886,36.45313,35.050489,44.041553,45.27752,45.993334,34.1024,34.915162,32.202068
FGRAM000v1_010096,-,chr3,+,6797306,6799285,5.637645,8.527013,5.790636,10.340651,10.005295,10.306516,6.549457,8.936845,6.186917,15.807633,15.18285,14.447111
FGRAM000v1_010097,-,chr3,-,6799960,6801160,59.20632,71.024019,66.111092,172.152488,195.67206,198.373754,129.090647,124.611919,124.945164,322.083263,338.1313,347.684505
FGRAM000v1_010098,-,chr3,-,6803897,6807585,9.60426,12.150037,8.758415,13.131072,15.692762,13.283425,9.39246,13.879424,10.80461,19.380807,23.739084,21.829895
FGRAM000v1_010099,-,chr3,+,6809912,6811723,28.512803,32.138608,27.326649,9.457408,8.765939,9.336723,11.369886,12.028278,11.575122,6.578677,7.13655,6.19961
FGRAM000v1_010100,-,chr3,-,6813760,6815371,12.717732,16.395588,12.637612,27.168321,21.26416,30.360751,16.391518,16.869557,19.404043,17.422731,19.000215,23.238729
FGRAM000v1_010101,-,chr3,-,6818484,6821671,9.537132,9.891927,11.702152,12.05013,12.427157,12.278774,10.758292,7.648337,9.499906,10.724657,10.922118,9.846599
FGRAM000v1_010102,-,chr3,+,6822025,6825164,5.338199,6.921642,7.864043,9.430862,10.906541,8.816195,10.717285,9.921738,9.977628,12.80425,13.356787,12.74138
FGRAM000v1_010103,-,chr3,+,6828824,6830104,366.16775,401.159883,298.260381,415.306982,454.412732,409.175545,351.401484,436.501222,355.739872,365.967282,382.83327,371.232889
FGRAM000v1_010104,.,chr3,+,6833130,6833771,0.0,0.0,0.0,0.0,0.0,0.740147,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010105,-,chr3,+,6836505,6838384,29.365059,27.532962,30.094769,39.332763,37.954547,36.93225,38.748028,40.086857,38.141644,46.068011,51.682598,48.536803
FGRAM000v1_010106,-,chr3,-,6838255,6838428,7.883847,6.302888,15.840906,24.466213,17.966786,20.345706,0.939926,3.770652,4.46055,5.666847,4.292391,3.177382
FGRAM000v1_010107,-,chr3,-,6838902,6839609,9.261249,10.616768,9.52239,16.742802,20.324557,22.200689,4.77197,4.001716,4.397932,6.94765,8.501078,6.043724
FGRAM000v1_010108,-,chr3,-,6840760,6843678,98.570987,105.40411,96.141779,188.357366,194.010041,207.050418,113.068593,124.460897,124.374314,186.033583,178.770172,175.81148
FGRAM000v1_010109,-,chr3,+,6845616,6850107,17.477683,18.920929,18.763559,18.490236,18.377632,20.876681,15.902489,17.578799,16.468219,16.468882,18.358346,17.14934
FGRAM000v1_010110,-,chr3,-,6850174,6851729,12.069851,11.692169,11.602006,15.954243,15.221805,13.118407,9.961452,13.51104,9.797213,14.995768,17.438344,13.946602
FGRAM000v1_010111,-,chr3,+,6852506,6853237,0.266284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202055,0.0,0.312259
FGRAM000v1_010112,-,chr3,+,6853551,6854412,0.0,0.0,0.376756,0.0,0.0,0.0,0.424966,0.0,0.0,0.0,0.318704,0.0
FGRAM000v1_010113,-,chr3,+,6855436,6858269,20.373762,21.539585,20.636061,16.112546,13.195415,14.959254,22.964582,21.843594,22.619333,9.927026,10.574094,10.638133
FGRAM000v1_010114,-,chr3,+,6859313,6861744,138.084144,158.644198,98.083605,81.645955,95.928857,81.64261,116.539849,145.801423,124.470324,85.956648,90.958016,88.006401
FGRAM000v1_010115,-,chr3,-,6861603,6862937,21.913223,22.475654,16.08579,21.870855,23.707928,24.253649,20.398947,20.691142,19.540926,27.401676,22.214765,25.237274
FGRAM000v1_010116,-,chr3,+,6863062,6864007,38.128224,39.464606,28.64589,18.914441,21.632283,18.04918,26.836249,28.86544,22.425819,20.65184,20.085563,21.203379
FGRAM000v1_010117,-,chr3,-,6863062,6866775,30.54626,33.65343,24.106201,27.239676,31.548262,26.062123,23.621282,30.742377,24.857317,27.478796,27.328183,27.592049
FGRAM000v1_010118,-,chr3,-,6867545,6871796,2.140201,2.900875,1.83246,4.029685,3.649508,3.814133,3.585188,3.262453,2.409937,4.247976,4.942523,4.886709
FGRAM000v1_010119,-,chr3,+,6872355,6874097,15.809233,15.003092,16.81655,36.049767,35.654196,39.606472,30.665308,32.968869,33.377041,42.685016,41.281545,47.33188
FGRAM000v1_010120,-,chr3,-,6874171,6875378,744.093128,703.962692,850.223339,1333.062864,1241.163625,1331.067802,912.380839,849.742916,911.556669,1159.074113,1141.826855,1142.148984
FGRAM000v1_010121,-,chr3,+,6876328,6878315,99.936738,100.962569,83.038749,32.31799,34.662226,40.337927,81.350957,96.516871,88.206532,33.155729,29.679772,33.906222
FGRAM000v1_010122,-,chr3,-,6878365,6880658,109.321951,117.132729,103.028662,157.260217,173.963056,168.535099,119.507607,139.251868,139.271181,189.633115,188.104753,188.363955
FGRAM000v1_010123,-,chr3,+,6881891,6883897,96.184151,101.56053,83.767397,98.518266,104.758827,98.762688,94.091078,107.918601,89.489915,119.292695,108.785066,113.204768
FGRAM000v1_010124,-,chr3,-,6883831,6887714,26.738388,28.939421,24.658468,41.104764,40.274781,35.691248,30.438347,35.973569,29.941659,51.312761,46.9709,47.593356
FGRAM000v1_010125,-,chr3,-,6888393,6889230,496.785106,517.586553,534.53682,438.368752,403.196102,478.166294,546.91606,496.310571,566.439146,445.901144,461.1487,439.749511
FGRAM000v1_010126,-,chr3,-,6889681,6891024,18.643847,16.535321,18.178893,22.016014,17.432646,22.42074,23.382634,24.32684,21.298122,24.205719,24.141671,22.820741
FGRAM000v1_010127,-,chr3,+,6891155,6893611,178.801412,178.410565,188.019599,296.674909,276.639337,281.873089,198.976613,191.354349,195.108167,248.139274,257.51263,274.712665
FGRAM000v1_010128,-,chr3,-,6892048,6893613,2.621985,2.730821,2.169295,1.162716,1.788481,1.309195,2.290699,2.103932,2.471841,1.601207,1.814227,1.473895
FGRAM000v1_010129,-,chr3,+,6893744,6898144,8.941951,9.259994,7.898116,8.175815,9.638847,8.343957,7.325035,10.696883,7.449537,10.726889,11.222024,10.999624
FGRAM000v1_010130,-,chr3,-,6898366,6899743,30.080013,32.719624,23.049769,48.764177,43.89605,44.999249,33.812687,41.214763,36.535079,53.327089,48.121776,50.227013
FGRAM000v1_010131,-,chr3,+,6901088,6902650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010132,-,chr3,+,6903158,6905637,2.715428,3.269889,2.866385,0.778001,0.882253,0.0,2.125243,3.781248,2.350139,0.898063,1.468416,1.86837
FGRAM000v1_010133,-,chr3,-,6905376,6907162,55.715174,58.895507,55.636895,65.066262,71.68531,72.442787,61.758438,62.086175,65.32394,77.542051,66.844506,67.738387
FGRAM000v1_010134,-,chr3,-,6908315,6909835,149.326472,157.330176,136.452373,179.864182,220.357327,205.460294,229.162501,246.949916,233.084813,284.134504,280.3013,287.143199
FGRAM000v1_010135,-,chr3,-,6911007,6912281,9.040767,8.030936,5.480671,5.554833,7.277623,4.880309,5.890702,6.828257,10.288276,5.731039,5.342647,6.746431
FGRAM000v1_010136,-,chr3,+,6914410,6917834,38.434545,43.590183,35.59896,52.423705,47.597163,48.46794,41.282629,45.676892,36.688641,54.789419,58.757941,55.898074
FGRAM000v1_010137,-,chr3,+,6918169,6919928,34.747047,39.048602,32.921376,37.123556,37.865442,41.343368,30.998714,32.322976,25.570902,37.532388,43.309637,43.944915
FGRAM000v1_010138,-,chr3,-,6920312,6921985,22.051133,21.08844,14.768473,24.921303,27.608864,25.700875,16.629792,23.503304,21.189701,34.049554,37.982188,31.384009
FGRAM000v1_010139,-,chr3,+,6922781,6926589,71.393268,77.914791,66.295139,91.22967,96.933209,92.140238,88.406606,108.137231,102.792689,85.927955,92.083631,90.611937
FGRAM000v1_010140,-,chr3,+,6927202,6931331,6.96032,6.991006,6.588935,6.344684,6.084411,5.84338,6.021563,7.017112,5.714152,9.597824,9.172131,9.713323
FGRAM000v1_010141,-,chr3,+,6931821,6936642,14.594975,13.741277,11.665331,13.867329,16.098575,14.282033,12.343491,18.21356,12.020721,22.097731,20.82579,17.941559
FGRAM000v1_010142,-,chr3,+,6936711,6939650,16.451565,16.219938,15.421592,17.702914,18.810313,19.025283,18.618603,24.320127,19.471379,25.964482,24.247968,23.150929
FGRAM000v1_010143,-,chr3,-,6939222,6940877,14.549243,15.55762,11.467804,14.07398,13.49672,13.817654,12.678863,17.190512,12.703716,17.623528,18.808423,17.695268
FGRAM000v1_010144,-,chr3,-,6941147,6944666,18.155439,22.989048,14.229447,27.061598,30.504517,28.210507,17.644172,27.733735,20.918775,42.280839,44.755156,40.726986
FGRAM000v1_010145,-,chr3,+,6945031,6948707,16.108556,18.162796,13.60219,18.495625,18.334345,17.623968,12.757683,21.860012,11.935182,24.786743,23.017546,20.625148
FGRAM000v1_010146,-,chr3,+,6948910,6957025,25.962181,30.912701,22.113057,23.370328,28.300954,23.755779,25.162431,34.059163,27.064211,35.660065,38.560329,34.60739
FGRAM000v1_010147,-,chr3,-,6957220,6959651,4.61416,3.580613,3.423149,5.186964,4.078443,3.596022,3.399644,6.086411,5.525671,4.013809,4.619839,4.083426
FGRAM000v1_010148,.,chr3,-,6966409,6967747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010149,.,chr3,+,6967989,6969815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010150,.,chr3,-,6971791,6972780,0.0,0.087128,0.778327,0.197387,0.0,0.606999,0.0,0.0,0.0,0.094404,0.290371,0.254246
FGRAM000v1_010151,.,chr3,-,6972953,6973726,0.0,0.0,0.0,0.0,0.0,0.0,0.18912,0.0,0.0,0.0,0.334764,0.0
FGRAM000v1_010152,-,chr3,-,6975186,6978616,3.229281,3.344634,3.824126,8.308493,8.238201,9.999738,4.830005,5.015293,6.184329,39.032111,43.03854,40.919484
FGRAM000v1_010153,-,chr3,+,6979291,6983352,0.107845,0.025027,0.054985,0.443364,0.972174,0.728813,0.251988,0.612328,0.085036,10.904038,10.35747,10.394776
FGRAM000v1_010154,.,chr3,-,6983600,6985256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010155,.,chr3,-,6985855,6986463,0.0,0.0,0.0,0.0,0.409602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010156,.,chr3,+,6987229,6988208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010157,-,chr3,+,6988516,6989448,3.690483,1.915971,2.974827,2.866734,2.945182,4.708128,2.963204,3.777658,3.925139,2.614742,2.355823,4.636943
FGRAM000v1_010158,-,chr3,-,6989581,6990450,87.573321,73.354944,76.988279,60.264403,59.88487,60.570834,74.23979,76.527057,63.079105,84.057258,84.230942,93.10288
FGRAM000v1_010159,-,chr3,-,6990622,6991881,0.251984,0.111651,0.0,0.239337,0.0,0.0,0.345959,0.250079,1.055983,0.156992,0.206663,0.17061
FGRAM000v1_010160,-,chr3,-,6994259,6996129,4.802745,5.488709,5.261451,10.668293,12.85646,11.352233,4.01332,7.000461,5.477387,10.552655,12.720289,10.970728
FGRAM000v1_010161,-,chr3,+,6998656,7000729,2.097987,2.092189,2.138041,0.0,0.452951,0.851746,1.409542,1.644238,1.401549,2.760921,2.912011,2.568988
FGRAM000v1_010162,-,chr3,+,7001752,7002509,168.017081,197.768578,202.395176,274.377438,239.763472,275.017884,241.011879,227.306458,230.419757,198.0543,206.798006,212.689058
FGRAM000v1_010163,.,chr3,-,7002934,7004650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010164,-,chr3,-,7005492,7006775,0.55167,0.877316,0.482077,1.298325,0.751966,0.858562,2.184485,1.999787,0.930387,2.03455,1.253951,1.267312
FGRAM000v1_010165,.,chr3,+,7008886,7009743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010166,-,chr3,-,7010021,7011726,0.944649,0.946126,1.774372,0.0,1.126772,0.272947,0.862933,0.69926,0.719869,0.21404,0.0,0.0
FGRAM000v1_010167,.,chr3,-,7012965,7014471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010168,-,chr3,-,7015792,7016388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010169,-,chr3,-,7018642,7020443,0.0,0.487302,1.096715,0.0,0.731275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010170,-,chr3,-,7026379,7027335,0.310768,0.0,0.386746,0.126046,0.420162,0.0,0.616323,0.0,0.76357,0.188683,0.153559,0.071085
FGRAM000v1_010171,-,chr3,+,7031588,7032926,0.878175,0.666745,0.0,9.164189,10.759164,12.682229,1.174239,1.067674,0.889184,4.044427,2.303522,4.433982
FGRAM000v1_010172,.,chr3,+,7033791,7035439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010173,-,chr3,-,7036405,7037220,0.0,0.0,0.0,0.337616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010174,-,chr3,-,7038210,7039478,0.0,0.335045,1.612209,0.268057,0.416961,0.0,0.452736,0.0,0.0,0.558514,0.772999,0.694677
FGRAM000v1_010175,-,chr3,-,7040286,7042365,6.979079,6.682017,5.218048,16.118111,15.142037,14.014925,5.187501,8.05184,7.868046,13.934753,14.840283,13.953546
FGRAM000v1_010176,-,chr3,+,7043243,7044704,0.440148,0.75472,0.0,2.130178,1.481781,2.024359,0.643045,0.725378,0.0,2.984125,1.576729,3.450962
FGRAM000v1_010177,.,chr3,-,7045402,7045475,0.0,0.26643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010178,-,chr3,-,7045894,7046764,7.989777,6.76892,10.894871,17.889308,18.056678,21.886623,11.040102,11.663039,8.205346,21.713572,20.348027,20.141044
FGRAM000v1_010179,-,chr3,-,7046842,7047539,3.042573,3.451855,0.0,11.075928,12.438977,0.0,0.0,11.067165,0.0,13.568901,18.417465,12.234563
FGRAM000v1_010180,-,chr3,-,7049615,7051363,118.581468,122.301268,137.128586,572.152375,611.882953,569.626263,260.644764,292.303539,280.831685,617.751726,613.403638,673.632772
FGRAM000v1_010181,-,chr3,+,7054255,7055907,3.448982,5.564723,3.540828,8.868813,9.47512,9.75709,6.709026,5.904948,4.637394,11.884342,12.85047,13.6731
FGRAM000v1_010182,-,chr3,-,7055814,7058014,8.928671,8.201877,6.597963,27.33822,28.119656,30.618807,17.406611,18.298711,19.289487,30.231691,31.762625,33.803013
FGRAM000v1_010183,-,chr3,-,7057967,7059249,0.0,0.0,0.0,0.111982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010184,-,chr3,+,7060228,7061328,0.781468,0.29606,0.861843,0.515317,0.0,1.123416,1.042294,2.188513,1.172936,1.019505,2.008956,1.877936
FGRAM000v1_010185,.,chr3,+,7062037,7062894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010186,.,chr3,-,7063184,7064815,0.0,0.0,0.708675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22923,0.32933
FGRAM000v1_010187,-,chr3,+,7066234,7066890,29.613208,33.272389,34.667402,335.382121,381.055909,334.286716,59.018785,71.936473,68.184019,340.752889,379.626321,329.052276
FGRAM000v1_010188,-,chr3,+,7069222,7070320,0.0,1.200014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.344028,0.85688,0.0
FGRAM000v1_010189,-,chr3,+,7071039,7073920,6.193263,7.601507,8.133968,40.391969,36.567284,41.168448,20.656964,18.641553,16.776413,67.48907,65.760012,64.673432
FGRAM000v1_010190,-,chr3,-,7074294,7075196,3.086272,1.821237,2.694999,2.66439,2.970676,4.460593,3.455041,1.33073,2.879843,1.150497,2.25226,2.034848
FGRAM000v1_010191,-,chr3,+,7076265,7077249,6.290724,7.309906,4.724692,9.088511,14.390382,10.904835,7.328675,5.142195,4.704748,4.695847,5.441855,5.861933
FGRAM000v1_010192,-,chr3,+,7077800,7079609,35.012902,40.674374,33.934985,47.13838,48.630055,44.393965,62.167777,84.434895,72.44775,48.638528,56.843186,61.054728
FGRAM000v1_010193,-,chr3,-,7079570,7080592,0.08781,0.24128,0.198676,3.155559,3.200663,1.123556,1.541057,0.0,0.369622,2.968391,5.194903,4.077148
FGRAM000v1_010194,-,chr3,-,7081323,7082837,299.332352,311.65362,316.312203,380.206011,381.687699,358.707514,446.378856,434.066592,450.053574,500.303451,504.593489,498.397677
FGRAM000v1_010195,-,chr3,+,7084400,7086130,8.351396,8.932741,8.957241,18.434642,18.715161,17.734538,19.502389,16.891914,22.586312,13.818362,16.146769,16.303125
FGRAM000v1_010196,-,chr3,+,7087429,7088520,779.964392,802.568586,874.151516,1148.213486,1156.560464,1254.951017,1011.415255,784.579899,899.894622,1330.574238,1300.447817,1428.352466
FGRAM000v1_010197,.,chr3,-,7088966,7089039,0.0,0.0,0.0,0.0,0.955931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010198,-,chr3,+,7090277,7090591,27.829835,34.786366,29.455306,11.377125,4.089501,6.420433,13.954516,12.182575,9.259402,5.939773,3.171571,6.288805
FGRAM000v1_010199,-,chr3,-,7091180,7091656,1.244873,2.520885,0.852847,0.490596,1.233229,0.579222,0.083488,0.033732,0.517618,0.825587,0.0,0.316607
FGRAM000v1_010200,-,chr3,-,7092003,7093502,5.687274,4.690789,4.078055,5.579783,3.303391,4.662379,1.789375,4.158496,1.49206,1.955289,2.356171,2.794815
FGRAM000v1_010201,-,chr3,-,7094503,7095561,4.493913,5.54223,5.243825,5.307778,7.472083,3.444697,3.950409,6.449926,3.723636,3.742176,6.632351,6.054284
FGRAM000v1_010202,.,chr3,-,7097917,7098591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010203,-,chr3,-,7099149,7101782,2.744232,2.533517,2.443031,6.729862,6.847183,7.379998,3.245575,3.706168,4.354543,10.892447,10.239699,9.750672
FGRAM000v1_010204,.,chr3,+,7102785,7103513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010205,.,chr3,-,7103647,7104653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010206,.,chr3,+,7105030,7106370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010207,-,chr3,+,7107588,7109440,0.0,0.0,0.0,0.609951,0.627535,0.606623,0.0,0.0,0.379988,0.708762,0.566068,0.666248
FGRAM000v1_010209,-,chr3,-,7109649,7110518,0.0,1.333667,1.708501,0.0,0.963367,0.712396,0.0,0.0,0.0,0.783594,0.0,0.0
FGRAM000v1_010210,-,chr3,+,7110815,7111952,2.776733,2.66733,4.528037,0.478051,0.914962,0.427302,0.552345,1.399762,1.563669,1.341145,1.671966,1.879436
FGRAM000v1_010211,-,chr3,-,7113178,7113936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.817056,0.0,0.0,0.0
FGRAM000v1_010212,.,chr3,+,7114302,7115440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010213,.,chr3,-,7115700,7116958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010214,.,chr3,+,7118269,7119429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010215,-,chr3,+,7119749,7120628,1.082033,1.404263,0.878502,6.293459,5.98545,4.522168,1.59016,2.177448,1.108436,4.316451,3.077132,5.560183
FGRAM000v1_010216,.,chr3,-,7120751,7122893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010217,.,chr3,-,7123975,7125306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010218,.,chr3,+,7127235,7128050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010219,-,chr3,+,7128588,7129025,2.93624,4.36536,3.995602,10.547877,13.274527,19.835414,8.12397,8.862464,8.546727,20.799426,17.208473,22.986609
FGRAM000v1_010220,-,chr3,+,7129404,7130074,0.0,2.565124,3.778573,7.534311,7.134708,8.407004,15.321416,10.435656,13.218849,19.555781,21.698831,27.675987
FGRAM000v1_010221,-,chr3,-,7130262,7132331,1.721171,1.897969,1.952155,4.129833,4.59782,3.523688,1.893691,3.11958,2.275307,6.868074,6.598025,5.302893
FGRAM000v1_010222,-,chr3,+,7134873,7135481,8.223573,8.969628,9.309277,274.775053,241.141823,247.689321,46.772176,42.056363,48.990716,234.012492,233.480668,208.867626
FGRAM000v1_010223,-,chr3,+,7136012,7137391,2.181315,3.581387,2.635758,6.38443,7.739374,6.340635,4.006546,4.216875,3.568382,10.40074,11.980133,10.243628
FGRAM000v1_010224,-,chr3,-,7137553,7139140,1.147442,2.013114,0.714896,1.738202,3.26033,1.159268,1.185902,1.526064,1.192809,2.775116,3.41751,2.588768
FGRAM000v1_010225,-,chr3,-,7139982,7140455,319.292055,312.227531,306.369694,292.841882,287.616233,302.293286,334.090092,358.907759,393.592924,295.217084,288.143652,277.043106
FGRAM000v1_010226,-,chr3,-,7140247,7141136,174.518817,206.405531,83.066561,132.77467,153.53951,128.543492,124.313996,200.167758,148.545205,193.022749,201.457667,185.971543
FGRAM000v1_010227,.,chr3,-,7141888,7143006,0.0,0.0,0.265175,0.167087,0.0,0.0,0.175057,0.0,0.0,0.141095,0.0,0.158063
FGRAM000v1_010228,-,chr3,-,7143761,7145209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625735,0.571615,0.0
FGRAM000v1_010229,.,chr3,+,7145900,7146955,0.0,0.0,0.0,0.0,0.0,0.286207,0.571827,0.258544,0.0,0.0,0.351691,0.0
FGRAM000v1_010230,-,chr3,+,7147115,7148782,0.488935,0.636513,0.0,1.071874,0.238764,1.135059,1.176653,1.026852,1.942666,0.728473,0.772383,0.173655
FGRAM000v1_010231,-,chr3,-,7147763,7148789,21.084286,22.279206,15.507447,53.024666,58.632008,38.492825,28.629263,39.257526,32.873995,66.220479,73.377215,64.525335
FGRAM000v1_010232,-,chr3,-,7148947,7149600,41.956543,40.675895,39.327005,47.519949,43.371661,48.806854,54.373682,52.854892,46.401789,45.943667,42.461139,39.687125
FGRAM000v1_010233,-,chr3,-,7149813,7151005,105.341843,110.862946,108.827446,56.968506,59.091946,50.327362,190.429549,208.542838,209.182146,78.633378,82.857885,77.320078
FGRAM000v1_010234,-,chr3,+,7151709,7153638,42.495712,45.313073,46.541349,13.603796,11.871145,14.145144,83.258898,93.576208,93.37208,16.686985,14.035733,18.679796
FGRAM000v1_010236,-,chr3,-,7153839,7158456,2.790126,2.959782,2.680666,5.083519,7.113103,6.837309,3.914967,5.009089,5.213372,8.217762,8.377392,7.957957
FGRAM000v1_010237,-,chr3,+,7158630,7160066,2.309445,3.474343,3.218408,5.69888,6.236259,6.573644,3.815415,5.021888,2.478362,7.435255,11.509415,9.957549
FGRAM000v1_010238,.,chr3,-,7160415,7161395,0.0,0.0,0.0,0.167228,0.766632,0.0,0.318177,0.285665,0.29999,0.769566,0.551905,0.404977
FGRAM000v1_010239,.,chr3,+,7164318,7165736,0.0,0.0,0.0,0.0,0.0,0.117797,0.0,0.0,0.0,0.0,0.094479,0.0
FGRAM000v1_010240,-,chr3,-,7166350,7170862,0.0,0.0,0.0,0.067741,0.0,0.0,0.0,0.074927,0.0,0.0,0.0,0.0
FGRAM000v1_010241,.,chr3,-,7171364,7173097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010242,.,chr3,+,7173598,7174264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010243,.,chr3,-,7174751,7175628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010244,-,chr3,+,7176871,7178239,0.273731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.790266,0.0,0.787806
FGRAM000v1_010245,-,chr3,+,7178704,7179888,0.160251,0.136049,0.216749,0.159816,0.137195,0.218,0.0,0.0,0.242032,0.320074,0.204514,0.121703
FGRAM000v1_010246,-,chr3,+,7180720,7181828,1.858207,2.856948,2.992749,5.299084,5.363711,5.358335,6.949165,6.556958,4.513257,13.269651,14.176332,18.745047
FGRAM000v1_010247,-,chr3,+,7182758,7183709,0.0,0.0,0.0,0.993072,1.117485,0.0,0.172162,0.812909,0.0,0.0,1.440494,1.699938
FGRAM000v1_010248,-,chr3,-,7183772,7186249,1.041992,0.0,0.51766,0.820918,0.659992,0.627183,0.0,0.0,0.0,0.0,0.532745,0.688685
FGRAM000v1_010249,-,chr3,-,7191394,7196616,2.34495,2.261281,2.477007,9.066071,9.849285,7.867471,6.922735,8.316375,7.19568,10.381795,10.694359,10.997758
FGRAM000v1_010250,.,chr3,+,7197876,7199306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010251,.,chr3,-,7201351,7201518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_010252,-,chr3,+,7201934,7205780,0.172091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
