gene_id,FGSG_id,Gene Name,Reference,Strand,Start,End,B10_S1,B11_S2,B12_S3,D10_S4,D11_S5,D12_S6,H13_S7,H14_S8,H15_S9,L13_S10,L14_S11,L15_S12
FGRAM000v1_012471,,-,chr4,-,5656353,5660542,3.613093,4.688501,4.787993,5.986225,6.257643,6.765863,5.484364,6.01439,6.486072,8.523374,9.587613,10.670214
FGRAM000v1_012472,,-,chr4,+,5660993,5661566,0.0,0.0,0.0,0.0,0.0,0.267301,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_012473,FGSG_09679,-,chr4,+,5662833,5663348,0.0,0.88827,0.0,0.0,0.0,0.580264,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_012474,,-,chr4,-,5663530,5665261,47.297005,44.704494,44.703108,24.731057,21.746982,22.040635,38.275101,38.185709,42.136431,23.539125,20.301901,20.701509
FGRAM000v1_012475,,-,chr4,+,5665679,5667156,2.022941,1.553127,0.98877,0.313302,0.455236,0.288362,1.23669,0.89382,1.584861,0.372788,0.250941,0.0
FGRAM000v1_012476,,-,chr4,-,5667480,5669403,1.348467,1.645013,0.8719,3.822865,4.433521,2.909473,2.019085,2.717457,1.84831,3.097299,2.262133,3.216973
FGRAM000v1_012477,FGSG_13624,-,chr4,-,5669767,5670800,1.101646,2.278523,1.27232,1.024105,0.176326,0.672974,0.998368,0.643796,1.549536,0.599035,1.342328,0.0
FGRAM000v1_012478,,-,chr4,-,5670874,5672005,3.314267,3.409221,3.772899,5.073789,5.544132,4.169258,3.210513,5.554485,3.470215,3.31401,4.190253,3.027418
FGRAM000v1_012479,,-,chr4,+,5672695,5674591,15.023369,17.951218,13.446347,14.504612,14.401311,18.282449,11.818979,14.328526,17.255586,14.505511,12.899364,14.009488
FGRAM000v1_012480,,-,chr4,+,5676331,5679063,14.451381,14.056217,14.390906,12.987293,11.319062,14.919231,9.970305,10.020432,12.354986,12.41196,14.927713,13.699653
FGRAM000v1_012481,,-,chr4,+,5679105,5680968,41.057573,38.31611,38.171822,47.049852,46.441986,43.249929,47.705836,50.192194,52.449116,49.073356,52.087499,46.686231
FGRAM000v1_012482,,.,chr4,-,5681198,5682912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_012483,,-,chr4,-,5684566,5685760,9.516543,9.433782,9.511637,12.416167,12.810708,14.519813,15.909116,12.564109,15.259751,16.071496,16.026056,16.621646
FGRAM000v1_012484,FGSG_09669,-,chr4,+,5687005,5688342,47.24933,43.143027,42.854656,50.397033,56.788512,58.695188,46.055783,47.176065,52.691649,72.073991,68.725393,59.617081
FGRAM000v1_012485,,-,chr4,-,5688343,5690997,5.950644,6.216952,7.118863,6.870752,6.329835,7.495522,7.865418,6.964731,8.214611,8.376138,8.453941,8.56771
FGRAM000v1_012486,,-,chr4,-,5691286,5692306,160.703933,152.414421,198.738555,114.648734,91.504255,114.389228,173.579386,118.42302,133.981982,79.942613,75.274625,84.059643
FGRAM000v1_012487,,-,chr4,+,5692466,5693632,10.246818,10.561665,7.893456,9.569146,10.138855,11.686231,11.017602,9.776564,13.187557,17.290037,14.804378,13.215255
FGRAM000v1_012488,,-,chr4,-,5693633,5696225,64.488773,61.976044,73.458637,68.0549,66.210891,79.104031,73.438925,61.114127,77.720341,64.198341,63.5683,65.8832
FGRAM000v1_012489,,-,chr4,+,5696399,5697630,17.273229,18.282303,18.189567,13.414637,14.178126,17.272332,11.926179,11.625585,10.282693,15.534641,17.683444,19.660332
FGRAM000v1_012490,,-,chr4,+,5697876,5699545,8.0092,10.795229,9.346591,9.719379,9.360063,9.094164,7.225764,7.558972,8.052785,8.324328,8.089367,7.706004
FGRAM000v1_012491,,-,chr4,-,5699563,5703129,37.011241,41.446895,39.763217,42.203431,45.433393,44.70372,39.210351,46.75365,44.631346,44.807492,41.79636,45.246361
FGRAM000v1_012492,,-,chr4,+,5704857,5706697,64.288044,72.484096,71.436422,70.891778,70.465992,73.700666,53.585517,56.063412,56.900777,64.393346,67.000524,66.132781
FGRAM000v1_012493,,-,chr4,-,5706906,5707792,50.118321,50.825564,34.763053,43.295798,47.737931,43.012274,38.465894,36.218562,46.086896,46.482862,50.496373,50.458361
FGRAM000v1_012494,,-,chr4,+,5708340,5710112,17.284612,19.797254,16.158722,21.817823,26.950925,21.052123,27.088703,27.476488,23.263461,21.408257,20.58306,23.208812
FGRAM000v1_012495,,-,chr4,-,5710232,5715143,41.405597,47.241682,40.834377,33.49178,32.720354,33.224823,37.336367,40.288359,40.400813,30.263158,31.100551,32.104561
FGRAM000v1_012496,,-,chr4,-,5716351,5718084,9.775382,13.545156,8.856758,13.137915,14.560811,12.28508,10.973215,11.91208,10.078416,18.004478,17.832274,18.434031
FGRAM000v1_012497,,-,chr4,+,5718286,5719823,20.554378,22.662081,20.295136,32.351779,35.272943,31.952472,22.305241,24.492856,25.22242,24.631132,29.251739,25.805646
FGRAM000v1_012498,,-,chr4,-,5719965,5721720,0.316908,0.934018,0.656775,0.941989,0.439471,0.50647,1.154735,1.268658,0.800004,1.203412,1.42312,1.361496
FGRAM000v1_012499,,-,chr4,+,5722171,5723630,11.145223,10.745203,9.613871,12.701765,13.134847,12.045958,16.786626,12.92621,14.676933,12.614585,10.841555,14.692948
FGRAM000v1_012500,,-,chr4,-,5722312,5724363,8.960365,9.826823,7.728009,12.814087,12.241873,13.656089,9.211339,9.657777,9.449722,15.875831,16.131655,17.192986
FGRAM000v1_012501,,-,chr4,-,5724506,5726143,49.722802,49.304421,55.518043,33.685461,26.090226,30.282451,47.589518,47.885056,52.603371,27.553225,25.809707,25.032604
FGRAM000v1_012502,,-,chr4,-,5727240,5728407,5.080469,6.95651,6.709526,7.322025,9.24666,6.380292,4.650139,7.369688,6.350217,7.236175,8.178816,9.064117
FGRAM000v1_012503,,-,chr4,+,5729014,5730170,29.206452,30.554265,37.845771,54.566813,49.929738,53.029704,37.864897,31.139734,41.358916,45.972351,45.256255,47.130948
FGRAM000v1_012504,FGSG_09650,-,chr4,-,5730171,5731076,83.981506,79.390433,74.042244,67.762156,65.034019,57.89603,85.14985,70.263432,75.101177,123.251423,112.747171,122.844049
FGRAM000v1_012505,,-,chr4,+,5732088,5733444,3.225617,4.027184,1.850349,3.117236,4.555646,3.571887,3.772676,4.851979,4.861672,4.625285,4.315854,4.747065
FGRAM000v1_012506,,-,chr4,+,5733692,5733787,0.0,0.0,0.122822,0.655018,0.0,1.264697,1.864837,0.661165,0.0,1.997972,0.695449,0.820068
FGRAM000v1_012507,,-,chr4,+,5735549,5737533,8.627315,8.4375,7.34128,5.769141,7.790431,6.47959,5.43179,7.595576,6.951081,9.497841,9.784,7.335087
FGRAM000v1_012508,,-,chr4,-,5737098,5739226,14.852407,14.215681,15.674813,13.902205,12.89604,14.738544,15.463963,13.404785,12.340036,13.426835,12.077902,15.471909
FGRAM000v1_012509,,-,chr4,+,5739757,5739828,0.0,0.743444,0.0,0.0,0.0,0.0,0.0,0.262367,0.337187,0.0,0.0,0.0
FGRAM000v1_012510,,-,chr4,-,5740380,5742290,10.303527,11.522911,11.379128,12.745593,10.870665,13.165299,15.213073,17.88474,16.264205,12.841253,14.455695,13.148634
FGRAM000v1_012511,,-,chr4,+,5742868,5745081,2.822291,3.414143,3.574809,3.424141,3.817996,3.803317,1.861749,2.532375,3.386261,4.381904,3.852981,4.388883
FGRAM000v1_012512,,-,chr4,-,5745300,5746658,13.613504,11.585292,13.073054,20.454255,20.888872,20.90731,12.92209,13.482715,14.979953,25.365607,23.51939,22.460542
FGRAM000v1_012513,,-,chr4,+,5747226,5752805,8.645596,8.718539,7.576648,17.153891,18.268442,16.583586,10.867216,11.504818,11.31236,13.339095,15.000256,15.431515
FGRAM000v1_012514,,-,chr4,-,5749731,5752719,23.296906,22.256048,23.339829,25.195206,23.930897,29.354397,19.916392,16.872847,21.182017,21.328851,20.434784,20.467377
FGRAM000v1_012515,,.,chr4,-,5753120,5754252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_012516,,.,chr4,+,5754748,5758728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_012517,,-,chr4,+,5762772,5763280,122.9739,122.457272,142.009814,44.63313,47.102642,54.584589,77.270451,72.248271,97.832708,30.036923,29.063517,28.272207
FGRAM000v1_012518,,-,chr4,-,5763867,5765019,280.854752,256.936795,336.757635,185.42366,143.772939,180.284595,180.478291,149.770655,151.349771,42.914795,54.451708,50.834234
FGRAM000v1_012519,,-,chr4,-,5765308,5772657,5.085984,5.18171,4.265773,4.732631,4.965031,4.46036,3.358388,4.193748,3.662579,3.519847,3.512964,3.589241
FGRAM000v1_012520,,-,chr4,-,5773899,5776388,24.615058,24.722762,20.052805,20.355036,19.872719,20.964133,18.063489,17.859148,18.680476,20.756611,20.608756,20.478207
FGRAM000v1_012521,,-,chr4,-,5778035,5780778,2.458787,3.817048,3.240279,4.13625,4.089467,4.133658,2.308624,3.195775,3.557019,5.656437,5.764382,6.202491
FGRAM000v1_012522,,-,chr4,-,5780973,5782797,26.837453,30.725056,23.685389,26.894351,30.547229,29.268015,22.747578,28.144923,27.368617,40.202781,39.180896,40.329955
FGRAM000v1_012523,,-,chr4,+,5784672,5788086,31.57678,34.928297,27.997994,32.332897,30.463212,34.472564,24.558035,25.48089,25.903209,29.372796,27.803803,26.668642
FGRAM000v1_012524,,-,chr4,-,5788426,5789495,9.370092,8.199627,8.558397,15.13929,11.789217,14.202051,12.879243,12.537563,14.074799,9.20711,8.769369,10.020891
FGRAM000v1_012525,,-,chr4,-,5790601,5793291,15.153914,17.946227,17.884048,29.151491,29.079166,34.334542,21.806471,19.013828,19.783857,38.110991,38.941207,36.37941
FGRAM000v1_012526,,-,chr4,+,5793871,5795691,7.145603,8.083448,8.341917,10.224181,12.371696,12.377785,9.968894,11.323183,11.378555,18.903802,16.717435,17.788782
FGRAM000v1_012527,,-,chr4,-,5795519,5796658,26.712469,25.680103,28.790834,50.721261,50.346459,51.970908,40.02361,35.817459,44.740378,47.594066,50.279512,53.107235
FGRAM000v1_012528,,-,chr4,-,5796917,5797808,29.119493,34.302238,28.07824,23.831247,28.378423,28.455411,23.233112,20.781163,21.366097,25.263463,35.772368,29.751368
FGRAM000v1_012529,,-,chr4,+,5798433,5799583,25.42359,26.274313,29.720814,39.708779,41.792105,50.956086,36.989562,32.997296,36.664416,34.191644,37.095703,35.042204
FGRAM000v1_012530,,-,chr4,-,5799447,5800558,109.51032,118.399734,115.382004,153.194978,151.768648,155.449634,53.305864,46.389504,66.476863,59.789276,65.573952,63.757742
FGRAM000v1_012531,,-,chr4,+,5801880,5804199,11.005717,13.68403,10.220407,8.005392,8.381091,8.743708,9.249088,9.366586,7.55894,9.683061,11.027159,9.616635
FGRAM000v1_012532,,.,chr4,+,5804293,5804364,0.0,0.566433,0.0,0.0,0.0,0.07922,0.0,0.0,0.0,0.0,0.0,0.0
FGRAM000v1_012533,,-,chr4,-,5804412,5808071,6.068303,7.917753,5.525753,9.481868,10.879926,9.183434,6.269294,6.989511,6.339716,17.823043,17.769809,18.47798
FGRAM000v1_012534,,-,chr4,-,5810659,5812741,19.495324,20.716663,19.261514,14.344176,14.779794,15.037853,17.623874,21.225275,19.693979,17.59806,18.197369,20.189925
FGRAM000v1_012535,,-,chr4,-,5813331,5814240,46.332717,47.839659,49.675552,61.970579,61.146269,63.028774,48.568455,42.126752,55.300609,89.446802,96.463672,95.533616
FGRAM000v1_012536,,-,chr4,+,5816364,5817071,0.587351,0.426625,0.278951,0.015616,0.044958,0.542075,0.345925,0.046959,0.160735,0.677279,0.741526,0.957904
FGRAM000v1_012537,FGSG_09621,-,chr4,+,5821546,5822413,6.968898,5.538878,1.879218,2.727247,1.777809,0.885066,2.789771,3.748397,3.462575,1.99919,1.29426,2.58285
FGRAM000v1_012538,FGSG_09620,-,chr4,+,5823508,5824031,2.823287,3.120936,3.061175,0.745204,0.288418,1.203618,1.15926,0.826405,1.684282,1.765009,1.147098,1.3775
FGRAM000v1_012539,,-,chr4,-,5824286,5826165,7.120629,8.353679,7.920083,11.000877,10.32196,10.203286,8.504871,7.189023,7.505083,9.462733,9.840497,10.270879
FGRAM000v1_012540,,-,chr4,+,5826384,5826737,45.436075,60.578967,39.522202,43.264115,46.484183,46.247852,45.699047,59.313803,60.464316,43.950529,56.891768,57.342213
FGRAM000v1_012541,,-,chr4,+,5828384,5830749,23.798384,26.413378,26.529526,31.729721,32.513946,29.004058,22.681953,22.693834,20.97551,33.127214,32.580322,31.676383
FGRAM000v1_012542,,-,chr4,+,5830589,5834381,27.353472,29.244027,23.501986,32.648789,33.905278,32.494299,27.888326,31.455511,31.763406,34.001565,31.872299,35.654662
FGRAM000v1_012543,,-,chr4,-,5834253,5837345,7.876602,9.875481,6.435686,10.228712,10.23703,9.894583,6.639697,11.832937,5.96839,12.703491,14.1227,11.454046
FGRAM000v1_012544,,-,chr4,+,5840917,5843669,19.819624,23.380702,32.442041,27.147055,22.355031,31.07386,28.015645,21.757299,25.523246,25.601137,28.203686,29.453638
FGRAM000v1_012545,,-,chr4,+,5845656,5849131,136.7342,159.462713,130.492725,189.605468,199.972651,195.296504,171.331411,182.406655,196.213571,149.096232,139.471997,151.533819
FGRAM000v1_012546,,-,chr4,+,5851720,5855632,67.719671,69.518163,69.613503,87.068379,87.184168,100.779374,54.832383,52.65984,59.076715,107.45767,101.375487,99.634192
FGRAM000v1_012547,,-,chr4,-,5855747,5861017,9.798236,10.778461,10.759265,8.080887,9.192604,8.58338,9.178618,11.159418,10.212591,12.360746,11.39991,10.948866
FGRAM000v1_012548,,.,chr4,+,5862151,5862222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.511234,0.0,0.0,0.347724,0.0
FGRAM000v1_012549,,-,chr4,-,5863247,5864947,227.757878,238.507605,220.795775,119.510335,137.060371,122.46435,165.48095,163.313604,177.878725,135.119396,140.021027,138.755613
FGRAM000v1_012550,,-,chr4,-,5866347,5867498,20.055017,22.5554,17.171662,21.773314,19.984359,21.958747,14.138299,19.41746,16.129649,23.364626,23.583885,23.965021
FGRAM000v1_012551,,-,chr4,+,5867354,5867689,0.484452,0.173108,0.106441,0.047403,0.18459,0.00057,0.302053,1.707992,0.0,0.41084,0.002669,0.077756
FGRAM000v1_012552,FGSG_09608,-,chr4,+,5868172,5869853,15.579127,19.350464,13.606873,12.233492,14.830348,13.237343,7.907649,11.134817,9.945445,18.819489,20.904823,18.80669
FGRAM000v1_012553,,-,chr4,-,5869960,5883721,12.093602,15.131721,12.982857,7.467276,8.626259,7.636779,8.091611,10.061894,9.214743,13.189707,13.283606,13.084884
FGRAM000v1_012554,,-,chr4,-,5890056,5894049,5.242722,6.345577,5.19476,5.802077,7.078254,6.791794,5.552333,6.306751,6.141002,7.082151,6.433046,6.744615
FGRAM000v1_012555,,-,chr4,-,5896024,5898423,7.583486,11.054559,3.897709,8.110354,12.542824,6.746529,3.403408,10.816686,5.194442,13.641568,16.931945,13.505568
FGRAM000v1_012556,FGSG_09604,-,chr4,+,5900252,5902066,11.164391,10.775107,9.869041,12.655532,12.878686,12.769398,11.084907,13.403772,12.691741,18.241695,18.735626,18.055503
FGRAM000v1_012557,,-,chr4,-,5902192,5903704,2.812796,3.167656,3.706892,2.093575,3.115013,2.686867,3.34923,4.094715,4.441707,3.482015,3.53612,3.090025
FGRAM000v1_012558,,-,chr4,-,5903905,5906514,28.587673,31.344039,26.67934,23.74415,23.124197,22.763756,20.683203,24.054583,20.939092,28.499743,27.363438,23.954701
FGRAM000v1_012559,,-,chr4,+,5906453,5907978,77.201413,75.402342,73.415333,86.534997,92.234543,89.866017,92.375266,90.902588,100.732885,98.669049,103.14409,104.628309
FGRAM000v1_012560,,-,chr4,-,5907748,5909060,22.440416,21.96501,24.013856,26.659504,25.826968,26.749186,23.771017,23.398385,21.582435,26.42995,27.599031,27.684563
FGRAM000v1_012561,,-,chr4,+,5909201,5911834,36.117589,37.500562,37.378834,34.582257,35.192442,31.337728,34.873509,36.374755,36.931728,35.608069,33.387215,37.891214
FGRAM000v1_012562,,-,chr4,+,5915513,5917462,231.777109,243.360555,192.637337,257.847448,271.74844,253.092855,281.319123,305.294233,297.739923,201.591665,194.456575,206.958625
FGRAM000v1_012563,,-,chr4,-,5917541,5919309,24.142567,22.116479,17.509123,20.452866,25.088724,22.788939,20.077827,26.278242,22.928263,24.61964,25.608133,26.662944
FGRAM000v1_012564,,-,chr4,-,5921550,5921951,2.325986,2.629794,4.120941,6.555979,5.412976,5.699817,5.61616,5.28368,8.447285,6.148621,4.821903,3.814744
FGRAM000v1_012565,,-,chr4,-,5922473,5924813,11.248207,11.981604,14.792623,59.877972,59.080939,64.301594,60.762681,56.843546,60.583748,9.530887,9.28889,9.528113
FGRAM000v1_012566,,-,chr4,+,5924965,5928564,9.043476,9.915639,8.795032,9.149104,9.968291,9.25519,9.783962,12.046474,10.854737,10.754391,10.522305,10.317555
FGRAM000v1_012567,,-,chr4,-,5928735,5931118,0.813807,1.167263,0.705574,1.215887,0.712642,1.180542,1.090695,0.791745,0.939697,1.75278,1.141258,1.609434
FGRAM000v1_012568,,-,chr4,+,5932401,5935831,2.744714,3.567342,2.72179,3.914049,3.729246,3.818011,2.485329,2.49851,2.197339,4.715768,5.88603,4.439262
FGRAM000v1_012569,,-,chr4,+,5937174,5939030,145.82233,158.762256,139.234118,190.994168,205.422594,198.617793,181.049386,172.903329,187.967477,236.345785,228.603211,218.881991
FGRAM000v1_012570,,-,chr4,+,5939320,5940549,3.039194,3.466429,3.377539,3.360548,3.811854,1.533054,2.839269,3.233775,3.075161,2.195362,3.074588,2.889544
FGRAM000v1_012571,,-,chr4,-,5940481,5943589,35.531183,41.904708,35.315075,22.618507,24.098995,23.016987,20.807378,20.212062,22.732627,23.414584,22.419421,23.02689
FGRAM000v1_012572,,-,chr4,-,5944322,5945353,1.135641,0.78358,1.874697,2.676986,2.051764,2.811667,1.213108,1.890507,2.020916,4.090414,3.76542,3.554422
FGRAM000v1_012573,,-,chr4,-,5945657,5947537,0.213425,0.39753,0.067448,0.0,0.509684,0.0,0.0,0.152286,0.0,0.447797,0.404124,0.721443
FGRAM000v1_012574,,-,chr4,-,5948035,5949694,8.562194,10.265722,9.662787,12.038786,10.052418,10.875862,9.162582,9.549323,10.17867,14.19196,14.786521,13.907413
FGRAM000v1_012575,,-,chr4,+,5949923,5950841,157.595479,159.539162,180.112512,211.934684,200.880986,213.195017,179.970954,158.713003,179.645216,200.131651,197.142646,209.429538
FGRAM000v1_012576,,-,chr4,-,5950842,5952125,305.439509,313.238548,343.194596,442.308449,432.506121,447.927796,345.928356,321.932694,367.546128,383.102478,402.423466,391.635469
FGRAM000v1_012577,,-,chr4,+,5954518,5959040,59.579156,75.367602,52.424613,67.51221,73.082294,68.840451,57.021084,74.752794,64.416031,88.979494,94.436366,93.776218
FGRAM000v1_012578,,-,chr4,-,5959180,5960886,5.115639,6.12559,5.601263,5.878592,7.050834,6.617972,7.731728,6.657215,7.909024,9.798354,7.739366,8.269764
FGRAM000v1_012579,,-,chr4,-,5961199,5964048,37.923994,40.498841,38.243551,46.59979,45.822231,49.41182,36.223237,45.777637,42.746135,55.40957,60.149124,58.623878
FGRAM000v1_012580,,-,chr4,-,5965733,5968162,8.716912,9.872986,11.631564,11.238118,10.003595,12.212521,9.934031,9.377114,12.45718,11.995303,13.500913,11.40907
FGRAM000v1_012581,,-,chr4,+,5969607,5973672,18.137112,19.65478,17.196417,20.119374,21.837617,20.022618,18.607059,19.385445,19.275913,20.434062,20.384251,21.68519
FGRAM000v1_012582,,-,chr4,-,5973886,5975930,97.760519,108.565201,96.69771,102.545474,105.03883,107.570645,64.254212,74.510253,69.719678,88.129444,93.972063,96.287895
FGRAM000v1_012583,,-,chr4,+,5976410,5980041,7.490266,9.098961,8.76594,9.771503,10.82478,10.290587,8.185743,9.833995,10.160826,11.668748,12.324303,13.49703
FGRAM000v1_012584,FGSG_09578,-,chr4,-,5980067,5982688,4.667549,6.337437,4.185208,6.046936,5.73928,5.355533,4.668637,4.792179,5.074381,7.412624,7.243396,6.789263
FGRAM000v1_012585,,-,chr4,+,5982932,5984811,21.838207,24.486466,26.667185,30.230163,31.115087,31.728765,33.480592,30.789833,32.331794,36.28882,36.615029,36.691548
FGRAM000v1_012586,,-,chr4,+,5987638,5997736,3.603858,4.456283,3.77038,1.781823,2.053576,1.719845,2.154964,2.789988,2.529682,2.518894,2.877283,2.634591
FGRAM000v1_012587,,-,chr4,+,5999443,6002709,352.702431,389.105821,325.423236,397.312818,393.352776,391.530413,355.494523,418.757869,386.068489,337.193335,347.094208,367.984046
FGRAM000v1_012588,,-,chr4,+,6002971,6005789,8.181345,8.587425,7.21023,9.179556,9.907113,10.620104,6.367651,8.005296,7.58098,11.709155,12.46993,10.198499
FGRAM000v1_012589,,-,chr4,-,6005738,6008835,15.005662,15.043685,14.945222,14.548256,14.280924,14.905089,17.809203,15.429583,16.932035,16.862908,15.568945,16.206426
FGRAM000v1_012590,,-,chr4,-,6009674,6011056,0.954116,1.151744,0.73693,0.707709,1.104238,1.164407,0.398602,1.186502,0.887025,0.988465,0.638338,1.158873
FGRAM000v1_012591,FGSG_09570,-,chr4,+,6013605,6014453,140.916224,154.935773,155.580797,19.924058,22.96727,23.952029,137.635345,121.505697,154.265053,28.158002,21.849109,27.485721
FGRAM000v1_012592,,-,chr4,+,6014759,6014853,0.0,0.0,1.87206,0.0,0.0,0.0,0.0,0.0,1.325676,0.0,0.0,0.0
FGRAM000v1_012593,,-,chr4,-,6016788,6018618,7.741094,9.188422,7.7625,8.046429,8.497636,8.81529,7.321818,9.141511,8.664255,6.588625,7.944567,6.876986
FGRAM000v1_012594,,-,chr4,-,6019249,6021759,6.166056,6.979667,4.241382,2.672117,3.918397,3.452112,3.163762,6.365419,3.790935,3.402133,3.14557,3.215934
FGRAM000v1_012595,,-,chr4,-,6022414,6026576,5.739731,7.007096,5.18137,10.579191,12.16689,9.394682,8.671424,11.358877,9.493961,13.578052,14.597725,12.770874
FGRAM000v1_012596,,-,chr4,-,6029252,6033057,16.036709,16.610693,13.280397,11.099056,11.019589,10.528632,9.729023,13.745821,11.122452,11.581681,12.145707,12.597635
FGRAM000v1_012597,,-,chr4,+,6033850,6035886,18.433477,18.865949,15.257932,10.940534,12.176419,14.966621,13.571905,17.107668,14.023703,15.086767,16.745616,15.263138
FGRAM000v1_012598,,-,chr4,-,6035880,6037494,57.778365,66.03229,54.968487,35.234437,37.237219,38.621886,22.533901,28.398879,27.127006,25.729027,23.288552,25.544825
FGRAM000v1_012599,,-,chr4,-,6037638,6039046,7.089239,5.630665,5.993766,7.115566,7.283899,6.216832,5.883921,6.109826,5.541686,10.076909,8.127312,7.182725
FGRAM000v1_012600,,-,chr4,+,6039573,6042466,4.635157,5.651147,4.630271,4.154462,4.420002,4.813152,4.547879,5.92748,5.082983,5.765145,5.6721,5.77396
FGRAM000v1_012601,,-,chr4,-,6043527,6044738,104.382688,129.157181,63.009858,86.064227,107.183127,91.682626,71.596768,127.35983,98.68892,111.380459,113.645895,112.159224
FGRAM000v1_012602,,-,chr4,-,6052110,6055999,11.989274,13.497592,11.956564,10.437266,10.141898,12.028815,10.553457,11.415715,10.40434,10.68522,10.322166,10.265513
FGRAM000v1_012603,,-,chr4,-,6056753,6058683,2.487191,3.215558,2.797103,1.788175,2.455322,2.070644,2.523148,2.232025,3.060219,1.984944,1.907089,1.293168
FGRAM000v1_012604,,-,chr4,+,6061511,6064794,10.857295,12.376479,13.27578,11.51473,10.189294,13.3505,10.845025,11.764768,10.819036,11.676677,9.602923,10.720469
FGRAM000v1_012605,,-,chr4,-,6064774,6066997,5.356817,6.423522,5.340668,3.649469,4.562557,3.996804,4.968529,5.862307,4.83509,6.089357,5.368197,5.879751
FGRAM000v1_012606,,-,chr4,+,6068559,6071859,109.46509,119.929747,112.042216,98.331701,89.542082,98.284389,114.432587,105.312862,112.718963,88.735087,92.506206,94.722236
FGRAM000v1_012607,,-,chr4,+,6072073,6073804,32.858916,39.354282,37.948451,42.010813,41.864346,46.310519,35.509806,32.228124,39.673346,49.481563,50.236389,49.629764
FGRAM000v1_012608,,-,chr4,+,6073905,6075240,43.684113,44.738852,46.096131,42.44065,46.961715,40.837132,54.630354,53.412967,57.468455,45.348518,42.535196,45.389012
FGRAM000v1_012609,,-,chr4,+,6076759,6078899,50.149783,56.100823,45.775714,63.558537,65.162995,67.943194,74.505753,83.192755,83.384255,71.150398,70.961579,67.427403
FGRAM000v1_012610,,-,chr4,-,6079086,6081074,2.544726,3.644653,1.993798,3.479011,3.958204,2.608385,2.17955,3.027027,2.877531,3.397001,3.250194,3.778745
FGRAM000v1_012611,,-,chr4,-,6082233,6083950,105.120506,121.099968,85.148418,241.636788,298.999138,264.771112,258.869396,291.890087,271.982316,319.516415,313.452046,299.661555
FGRAM000v1_012612,,-,chr4,+,6084231,6088000,17.249664,20.058624,16.271401,20.926412,22.438234,21.759695,19.978716,23.429575,20.287748,25.095801,24.138659,22.013882
FGRAM000v1_012614,,-,chr4,+,6090004,6091838,25.734035,26.898169,32.169866,17.852591,18.65224,20.853173,18.357866,13.995508,18.988973,11.301358,12.553958,11.904839
FGRAM000v1_012615,,-,chr4,+,6092067,6093394,21.700632,19.963948,22.043648,22.843841,26.516903,21.820067,29.926962,20.250773,25.995006,22.589327,22.773207,24.623874
FGRAM000v1_012616,,-,chr4,-,6093933,6095899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082118,0.0,0.0,0.0
FGRAM000v1_012617,,-,chr4,-,6096771,6099367,15.159739,18.007265,18.87413,32.715488,28.209694,38.775141,25.834863,22.792033,21.934455,50.450611,51.646677,53.111609
FGRAM000v1_012618,,-,chr4,-,6105247,6106333,95.788705,97.727177,115.982748,119.581024,108.154551,111.729232,119.295592,89.161899,124.005545,114.942727,121.349872,122.589779
FGRAM000v1_012619,,-,chr4,+,6106386,6107881,24.018858,27.109394,25.065858,33.828085,29.707124,30.895334,22.071039,24.537183,29.863034,38.237502,39.537623,41.22743
FGRAM000v1_012620,,-,chr4,-,6108691,6110820,13.571768,14.296558,13.09544,17.627836,13.084206,14.978878,14.35983,12.028146,14.827554,13.617369,13.744771,13.68551
FGRAM000v1_012621,,-,chr4,-,6111129,6112931,5.041248,6.196435,5.032814,5.74447,5.439397,5.328292,5.362249,5.386303,4.543367,8.13755,8.615008,7.752988
FGRAM000v1_012622,,-,chr4,+,6113034,6114295,29.794534,29.61683,24.902034,19.437816,19.995918,22.520232,27.149446,21.791432,25.483509,24.78103,21.976535,23.669814
FGRAM000v1_012623,,-,chr4,+,6114385,6116281,23.066449,27.124075,23.524221,17.620895,16.493659,17.150989,25.089605,26.545398,22.790735,18.182045,18.955566,19.458783
FGRAM000v1_012624,,-,chr4,+,6116976,6118778,24.170656,30.692724,24.94199,21.89686,23.457653,22.126283,32.950973,41.395911,35.275017,27.663821,32.139803,27.661717
FGRAM000v1_012625,,-,chr4,+,6119937,6123373,33.96841,40.589037,28.182273,35.056417,37.232324,33.088273,42.417246,55.598875,43.757071,37.510175,39.835853,36.849761
FGRAM000v1_012626,,-,chr4,-,6123414,6125672,6.964817,8.576612,6.632941,6.619559,8.618977,7.541524,7.257737,10.501986,8.265765,12.157804,12.017472,11.282709
FGRAM000v1_012627,,-,chr4,+,6125866,6127605,3.623233,4.963683,4.031069,5.948236,4.822732,6.051098,3.642391,5.240421,3.677096,8.970558,9.716827,9.27608
