gene_id,FGSG_id,product,fgsg_shared_with_other_gene
FGRAM000v1_011650,,ilp is an apoptosis inhibitor [Fusarium sporotrichioides],False
FGRAM000v1_011651,,glutamyl-trna synthetase [Fusarium tjaetaba],False
FGRAM000v1_011652,FGSG_07448,hypothetical protein FGSG_07448 [Fusarium graminearum PH-1],False
FGRAM000v1_011653,,14-3-3 domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011654,,sterol-sensing domain of SREBP cleavage-activation-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011655,,cupin-like domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011656,,AdoMet-dependent rRNA methyltransferase spb-1 [Fusarium graminearum PH-1],False
FGRAM000v1_011657,,mitochondrial dynamin GTPase Msp1 [Fusarium oxysporum],False
FGRAM000v1_011658,,cation efflux family-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011659,FGSG_07455,hypothetical protein FGSG_07455 [Fusarium graminearum PH-1],False
FGRAM000v1_011660,,MYND-type zinc finger protein samB [Fusarium culmorum],False
FGRAM000v1_011661,,rRNA-processing protein EBP2 [Fusarium irregulare],False
FGRAM000v1_011662,,---NA---,False
FGRAM000v1_011663,,cyanate hydratase [Fusarium graminearum PH-1],False
FGRAM000v1_011664,,PLC-like phosphodiesterase [Fusarium flagelliforme],False
FGRAM000v1_011665,,urease accessory [Fusarium sporotrichioides],False
FGRAM000v1_011666,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_011667,,acid phosphatase [Fusarium oxysporum f. sp. lycopersici 4287],False
FGRAM000v1_011668,FGSG_07463,hypothetical protein FGSG_07463 [Fusarium graminearum PH-1],False
FGRAM000v1_011669,,ubiquitin-conjugating enzyme/RWD-like protein [Fusarium flagelliforme],False
FGRAM000v1_011670,,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2 [Fusarium oxysporum f. sp. rapae],False
FGRAM000v1_011671,,putative cation-transporting ATPase [Fusarium culmorum],False
FGRAM000v1_011672,,probable nucleosome assembly protein I [Fusarium fujikuroi],False
FGRAM000v1_011673,,D-3-phosphoglycerate dehydrogenase 2 [Fusarium graminearum PH-1],False
FGRAM000v1_011674,,myosin-2B [Fusarium graminearum PH-1],False
FGRAM000v1_011675,,hemoglobin and proliferation regulated protein HBR1 [Fusarium graminearum PH-1],False
FGRAM000v1_011676,,Ham1 family protein [Fusarium proliferatum],False
FGRAM000v1_011677,,Zinc finger with UFM1-specific peptidase domain protein [Fusarium culmorum],False
FGRAM000v1_011678,,putative ras-related GTP-binding protein [Fusarium fujikuroi],False
FGRAM000v1_011679,,wings apart [Fusarium langsethiae],False
FGRAM000v1_011680,,uracil phosphoribosyltransferase-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011681,,ELF1 [Fusarium tjaetaba],False
FGRAM000v1_011682,,GTP cyclohydrolase II [Fusarium graminearum PH-1],False
FGRAM000v1_011683,,"related to bifunctional GTP cyclohydrolase II/3, 4-dihydroxy-2butanone-4-phosphate synthase [Fusarium fujikuroi]",False
FGRAM000v1_011684,,heterogeneous nuclear ribonucleoprotein g [Fusarium langsethiae],False
FGRAM000v1_011685,,phosphopantetheine adenylyltransferase [Fusarium langsethiae],False
FGRAM000v1_011686,,ribosomal protein S3Ae [Fusarium flagelliforme],False
FGRAM000v1_011687,,Abhydrolase domain-containing protein C22H12.03 [Fusarium culmorum],False
FGRAM000v1_011688,,NPS13 [Fusarium pseudograminearum CS3096],False
FGRAM000v1_011689,,Regulatory protein alcR [Fusarium culmorum],False
FGRAM000v1_011690,,salicylate hydroxylase [Fusarium langsethiae],False
FGRAM000v1_011691,,Diphthamide biosynthesis protein 2 [Fusarium flagelliforme],False
FGRAM000v1_011692,,hypothetical protein FPSE_09449 [Fusarium pseudograminearum CS3096],False
FGRAM000v1_011693,,hypothetical protein FG05_13156 [Fusarium graminearum],False
FGRAM000v1_011694,,membrane-associating domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011695,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_011696,FGSG_07490,hypothetical protein FGSG_07490 [Fusarium graminearum PH-1],False
FGRAM000v1_011697,,Extracellular protein [Fusarium culmorum],False
FGRAM000v1_011698,,glycoside hydrolase superfamily [Fusarium flagelliforme],False
FGRAM000v1_011699,,nik-1 protein [Fusarium langsethiae],False
FGRAM000v1_011700,,WD repeat-containing protein jip5 [Fusarium poae],False
FGRAM000v1_011701,,maleylacetate reductase [Fusarium flagelliforme],False
FGRAM000v1_011702,,uric acid-xanthine permease [Fusarium graminearum PH-1],False
FGRAM000v1_011703,,amino acid permease-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011704,FGSG_07497,hypothetical protein FGSG_07497 [Fusarium graminearum PH-1],False
FGRAM000v1_011705,,CYTH-like domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011706,,26S proteasome regulatory subunit rpn2 [Fusarium graminearum PH-1],False
FGRAM000v1_011707,,"Oxidoreductase, molybdopterin-binding domain-containing protein [Fusarium flagelliforme]",False
FGRAM000v1_011708,,3-oxoacyl-reductase [Fusarium tjaetaba],False
FGRAM000v1_011709,,transmembrane amino acid transporter protein-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011710,,transmembrane amino acid transporter protein-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011712,,putative polysaccharide deacetylase family protein [Fusarium fujikuroi],False
FGRAM000v1_011713,,regulatory amda [Fusarium sporotrichioides],False
FGRAM000v1_011714,,amidase signature domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011715,,chaperonin 10-like protein [Fusarium flagelliforme],False
FGRAM000v1_011716,,hypothetical protein FGRA07_02185 [Fusarium graminearum],False
FGRAM000v1_011717,,alpha beta hydrolase fold protein [Fusarium langsethiae],False
FGRAM000v1_011718,,putative drug/proton antiporter YHK8 [Fusarium culmorum],False
FGRAM000v1_011719,FGSG_07510,hypothetical protein FGSG_07510 [Fusarium graminearum PH-1],False
FGRAM000v1_011720,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_011721,,alpha beta hydrolase fold family [Fusarium langsethiae],False
FGRAM000v1_011722,,RmlC-like cupin domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011723,,hypothetical protein HG531_004483 [Fusarium graminearum],False
FGRAM000v1_011724,,polysaccharide biosynthesis-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011725,,tRNA-Glu,False
FGRAM000v1_011726,,ATP-dependent permease [Fusarium irregulare],False
FGRAM000v1_011727,,ABC transporter b family member 6 [Fusarium flagelliforme],False
FGRAM000v1_011728,,Calcium-transporting ATPase 2 [Fusarium culmorum],False
FGRAM000v1_011729,,purine nucleoside permease-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011730,,putative serine/threonine-protein kinase iks1 [Fusarium irregulare],False
FGRAM000v1_011731,,transcription factor aceii [Fusarium sporotrichioides],False
FGRAM000v1_011732,FGSG_07522,hypothetical protein FGSG_07522 [Fusarium graminearum PH-1],False
FGRAM000v1_011733,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_011734,,transcription elongation factor SPT5 [Fusarium flagelliforme],False
FGRAM000v1_011735,,WD40-repeat-containing domain protein [Fusarium flagelliforme],False
FGRAM000v1_011736,,putative WD repeat-containing protein C17D11.08 [Fusarium culmorum],False
FGRAM000v1_011738,,Ff.00g128420.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_011737,,Autophagy protein 28 [Fusarium poae],False
FGRAM000v1_011739,,pyruvate kinase [Fusarium flagelliforme],False
FGRAM000v1_011740,,major facilitator superfamily domain-containing protein [Fusarium oxysporum],False
FGRAM000v1_011741,,alcohol oxidase [Fusarium graminearum PH-1],False
FGRAM000v1_011742,,Ff.00g128500.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_011743,,integral membrane [Fusarium sporotrichioides],False
FGRAM000v1_011744,,pectin lyase fold/virulence factor [Fusarium flagelliforme],False
FGRAM000v1_011745,,Ff.00g128510.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_011746,FGSG_07534,hypothetical protein FGSG_07534 [Fusarium graminearum PH-1],False
FGRAM000v1_011747,,kinase-like domain-containing protein [Fusarium oxysporum Fo47],False
FGRAM000v1_011748,,thioredoxin-like protein [Fusarium flagelliforme],False
FGRAM000v1_011749,,tRNA-Arg,False
FGRAM000v1_011750,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_011751,,D-aminopeptidase [Fusarium culmorum],False
FGRAM000v1_011752,,hypothetical protein HG531_004513 [Fusarium graminearum],False
FGRAM000v1_011753,,long-chain fatty acid transporter fat1 [Fusarium irregulare],False
FGRAM000v1_011754,,GPI transamidase component [Fusarium irregulare],False
FGRAM000v1_011755,,Alpha/Beta hydrolase protein [Fusarium flagelliforme],False
FGRAM000v1_011756,,glycoside hydrolase superfamily [Fusarium flagelliforme],False
FGRAM000v1_011757,,general substrate transporter [Fusarium flagelliforme],False
FGRAM000v1_011758,,putative mitochondrial chaperone BCS1-B [Fusarium culmorum],False
FGRAM000v1_011759,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_011760,,Myb family transcription factor [Fusarium tjaetaba],False
FGRAM000v1_011761,,protoheme IX farnesyltransferase [Fusarium graminearum PH-1],False
FGRAM000v1_011762,,transaldolase [Fusarium langsethiae],False
FGRAM000v1_011763,FGSG_13162,hypothetical protein FGSG_13162 [Fusarium graminearum PH-1],False
FGRAM000v1_011764,,DNA mismatch repair protein msh6 [Fusarium culmorum],False
FGRAM000v1_011765,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011766,,putative exopolygalacturonase B [Fusarium culmorum],False
FGRAM000v1_011767,,hypothetical protein FGRA07_02230 [Fusarium graminearum],False
FGRAM000v1_011768,FGSG_07552,hypothetical protein FGSG_07552 [Fusarium graminearum PH-1],False
FGRAM000v1_011769,FGSG_07553,hypothetical protein FGSG_07553 [Fusarium graminearum PH-1],False
FGRAM000v1_011770,,YRO2 protein [Fusarium fujikuroi],False
FGRAM000v1_011771,,NTE family protein [Fusarium odoratissimum NRRL 54006],False
FGRAM000v1_011772,,putative thioredoxin reductase [Fusarium culmorum],False
FGRAM000v1_011773,,Galactose/lactose metabolism regulatory protein GAL80 [Fusarium culmorum],False
FGRAM000v1_011774,,Cytolysin/lectin [Fusarium flagelliforme],False
FGRAM000v1_011775,,duf4419 domain protein [Fusarium sporotrichioides],False
FGRAM000v1_011776,FGSG_07560,hypothetical protein FGSG_07560 [Fusarium graminearum PH-1],False
FGRAM000v1_011777,,amino acid/polyamine transporter I [Fusarium venenatum],False
FGRAM000v1_011778,,FAD-dependent monooxygenase atmM [Fusarium culmorum],False
FGRAM000v1_011779,,FAD-dependent monooxygenase atmM [Fusarium culmorum],False
FGRAM000v1_011780,FGSG_13163,hypothetical protein FGSG_13163 [Fusarium graminearum PH-1],False
FGRAM000v1_011781,FGSG_13164,hypothetical protein FGSG_13164 [Fusarium graminearum PH-1],False
FGRAM000v1_011782,,multidrug resistant protein [Fusarium subglutinans],False
FGRAM000v1_011783,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011784,,tRNA-Ala,False
FGRAM000v1_011785,,putative aminotransferase [Fusarium culmorum],False
FGRAM000v1_011786,,putative aminotransferase [Fusarium culmorum],False
FGRAM000v1_011787,,kinase-like domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011788,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011789,,Alkylated DNA repair protein alkB 8 [Fusarium culmorum],False
FGRAM000v1_011790,,Killer toxin subunits alpha/beta [Fusarium culmorum],False
FGRAM000v1_011791,,"putative oxidoreductase bli-4, mitochondrial [Fusarium culmorum]",False
FGRAM000v1_011792,,seed maturation pm25 [Fusarium subglutinans],False
FGRAM000v1_011793,FGSG_07572,hypothetical protein FGSG_07572 [Fusarium graminearum PH-1],False
FGRAM000v1_011794,,GTP-binding protein ypt3 [Fusarium graminearum PH-1],False
FGRAM000v1_011795,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_011796,,fungal-specific transcription factor domain-containing protein [Fusarium venenatum],False
FGRAM000v1_011797,FGSG_07576,hypothetical protein FGSG_07576 [Fusarium graminearum PH-1],False
FGRAM000v1_011798,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_011799,,2-epi-5-epi-valiolone synthase [Fusarium culmorum],False
FGRAM000v1_011800,,hypothetical protein NXS19_012767 [Fusarium pseudograminearum],False
FGRAM000v1_011801,FGSG_07580,hypothetical protein FGSG_07580 [Fusarium graminearum PH-1],False
FGRAM000v1_011802,FGSG_13165,hypothetical protein FGSG_13165 [Fusarium graminearum PH-1],False
FGRAM000v1_011803,FGSG_07581,hypothetical protein FGSG_07581 [Fusarium graminearum PH-1],False
FGRAM000v1_011804,,High-affinity glucose transporter ght1 [Fusarium culmorum],False
FGRAM000v1_011805,,transcriptional regulator [Fusarium sporotrichioides],False
FGRAM000v1_011806,,putative transporter [Fusarium culmorum],False
FGRAM000v1_011807,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_011808,,putative esterase/lipase [Fusarium culmorum],False
FGRAM000v1_011809,,Alpha/Beta hydrolase protein [Fusarium venenatum],False
FGRAM000v1_011810,,general substrate transporter [Fusarium flagelliforme],False
FGRAM000v1_011811,FGSG_07588,hypothetical protein FGSG_07588 [Fusarium graminearum PH-1],False
FGRAM000v1_011812,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_011813,,putative alpha-ketoglutarate-dependent sulfonate dioxygenase [Fusarium culmorum],False
FGRAM000v1_011814,,c6 finger protein [Fusarium langsethiae],False
FGRAM000v1_011815,,Spermidine/spermine N(1)-acetyltransferase [Fusarium culmorum],False
FGRAM000v1_011816,,beta-glucuronidase [Fusarium graminearum PH-1],False
FGRAM000v1_011817,,Maltose permease MAL31 [Fusarium culmorum],False
FGRAM000v1_011818,,"unnamed protein product, partial [Fusarium graminearum]",False
FGRAM000v1_011819,,Bifunctional cytochrome P450/NADPH-P450 reductase [Fusarium culmorum],False
FGRAM000v1_011820,,putative bifunctional p-450:nadph-p450 reductase [Fusarium sporotrichioides],False
FGRAM000v1_011821,,Alcohol acetyltransferase [Fusarium irregulare],False
FGRAM000v1_011822,,tRNA-Ile,False
FGRAM000v1_011823,FGSG_07599,hypothetical protein FGSG_07599 [Fusarium graminearum PH-1],False
FGRAM000v1_011824,,acyl-CoA N-acyltransferase [Fusarium venenatum],False
FGRAM000v1_011825,,hypothetical protein FG05_30584 [Fusarium graminearum],False
FGRAM000v1_011826,,integral membrane [Fusarium sporotrichioides],False
FGRAM000v1_011827,,RmlC-like cupin domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011828,FGSG_07603,hypothetical protein FGSG_07603 [Fusarium graminearum PH-1],False
FGRAM000v1_011829,,1-aminocyclopropane-1-carboxylate synthase 1 [Fusarium sporotrichioides],False
FGRAM000v1_011830,,1-aminocyclopropane-1-carboxylate synthase-like protein 1 [Fusarium culmorum],False
FGRAM000v1_011831,,glycosyl transferase family protein [Fusarium venenatum],False
FGRAM000v1_011832,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_011833,FGSG_13171,hypothetical protein FGSG_13171 [Fusarium graminearum PH-1],False
FGRAM000v1_011834,,Acid phosphatase [Fusarium culmorum],False
FGRAM000v1_011835,,transcription factor [Fusarium sporotrichioides],False
FGRAM000v1_011836,,putative MFS-type transporter [Fusarium culmorum],False
FGRAM000v1_011837,FGSG_07611,hypothetical protein FGSG_07611 [Fusarium graminearum PH-1],False
FGRAM000v1_011838,,Acetamidase [Fusarium culmorum],False
FGRAM000v1_011839,FGSG_07613,hypothetical protein FGSG_07613 [Fusarium graminearum PH-1],True
FGRAM000v1_011840,FGSG_07613,hypothetical protein FGSG_07613 [Fusarium graminearum PH-1],True
FGRAM000v1_011841,,hypothetical protein FAUST_8618 [Fusarium austroamericanum],False
FGRAM000v1_011842,FGSG_07614,hypothetical protein FGSG_07614 [Fusarium graminearum PH-1],False
FGRAM000v1_011843,FGSG_07615,hypothetical protein FGSG_07615 [Fusarium graminearum PH-1],False
FGRAM000v1_011844,,general substrate transporter [Fusarium flagelliforme],False
FGRAM000v1_011845,,glycoside hydrolase superfamily [Fusarium flagelliforme],False
FGRAM000v1_011846,,oleate-activated transcription factor 1 [Fusarium langsethiae],False
FGRAM000v1_011847,,Versicolorin reductase 1 [Fusarium culmorum],False
FGRAM000v1_011848,,heterokaryon incompatibility protein-domain-containing protein [Fusarium venenatum],False
FGRAM000v1_011849,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_011850,,Secondary metabolism regulator LAE1 [Fusarium culmorum],False
FGRAM000v1_011851,,heterokaryon incompatibility protein-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011852,,histidine kinase [Fusarium langsethiae],False
FGRAM000v1_011853,FGSG_07624,hypothetical protein FGSG_07624 [Fusarium graminearum PH-1],False
FGRAM000v1_011854,,alpha-L-arabinofuranosidase precursor [Fusarium graminearum PH-1],False
FGRAM000v1_011855,,heterokaryon incompatibility [Fusarium sporotrichioides],False
FGRAM000v1_011856,,FAD-linked oxidoreductase [Fusarium culmorum],False
FGRAM000v1_011857,,FAD-linked oxidoreductase [Fusarium culmorum],False
FGRAM000v1_011858,,3-hydroxybenzoate 6-hydroxylase [Fusarium culmorum],False
FGRAM000v1_011859,FGSG_07629,hypothetical protein FGSG_07629 [Fusarium graminearum PH-1],False
FGRAM000v1_011860,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_011861,,putative sugar transporter [Fusarium redolens],False
FGRAM000v1_011862,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011863,FGSG_07633,hypothetical protein FGSG_07633 [Fusarium graminearum PH-1],False
FGRAM000v1_011864,,Sodium-dependent serotonin transporter [Fusarium culmorum],False
FGRAM000v1_011865,,Cation/H+ exchanger [Fusarium venenatum],False
FGRAM000v1_011866,,fad-containing monooxygenase [Fusarium langsethiae],False
FGRAM000v1_011867,,carboxymethylenebutenolidase [Fusarium langsethiae],False
FGRAM000v1_011868,,activator of stress protein 1 [Fusarium langsethiae],False
FGRAM000v1_011869,,putative xylanase 27 [Fusarium graminearum],False
FGRAM000v1_011870,,sorbose reductase sou1 [Fusarium langsethiae],False
FGRAM000v1_011871,,Hydrolase tropI [Fusarium culmorum],False
FGRAM000v1_011872,,FAD-binding monooxygenase ausC [Fusarium culmorum],False
FGRAM000v1_011873,,mitochondrial carrier domain-containing protein [Fusarium venenatum],False
FGRAM000v1_011874,FGSG_07644,hypothetical protein FGSG_07644 [Fusarium graminearum PH-1],False
FGRAM000v1_011875,FGSG_07645,hypothetical protein FGSG_07645 [Fusarium graminearum PH-1],False
FGRAM000v1_011876,,SPBc2 prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD [Fusarium culmorum],False
FGRAM000v1_011877,FGSG_07647,hypothetical protein FGSG_07647 [Fusarium graminearum PH-1],False
FGRAM000v1_011878,,hypothetical protein FGRA07_02326 [Fusarium graminearum],False
FGRAM000v1_011879,FGSG_07649,hypothetical protein FGSG_07649 [Fusarium graminearum PH-1],False
FGRAM000v1_011880,,heterokaryon incompatibility protein-domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011881,,early nodulin 75 [Fusarium sporotrichioides],False
FGRAM000v1_011882,FGSG_13175,hypothetical protein FGSG_13175 [Fusarium graminearum PH-1],False
FGRAM000v1_011883,FGSG_07652,hypothetical protein FGSG_07652 [Fusarium graminearum PH-1],False
FGRAM000v1_011884,,short chain type dehydrogenase [Fusarium longipes],False
FGRAM000v1_011885,,Cytochrome P450 monooxygenase FUS8 [Fusarium culmorum],False
FGRAM000v1_011886,,cytochrome P450 [Fusarium venenatum],False
FGRAM000v1_011887,FGSG_13178,hypothetical protein FGSG_13178 [Fusarium graminearum PH-1],False
FGRAM000v1_011888,,integral membrane [Fusarium sporotrichioides],False
FGRAM000v1_011889,FGSG_07656,hypothetical protein FGSG_07656 [Fusarium graminearum PH-1],False
FGRAM000v1_011890,,lysine-specific demethylase 2b [Fusarium sporotrichioides],False
FGRAM000v1_011891,FGSG_07658,hypothetical protein FGSG_07658 [Fusarium graminearum PH-1],False
FGRAM000v1_011892,,"Acyl-CoA synthetase family member 3, mitochondrial [Fusarium culmorum]",False
FGRAM000v1_011893,,methyltransferase [Fusarium langsethiae],False
FGRAM000v1_011894,,Secondary metabolism regulator LAE1 [Fusarium culmorum],False
FGRAM000v1_011895,,Secondary metabolism regulator LAE1 [Fusarium culmorum],False
FGRAM000v1_011896,,Satratoxin biosynthesis SC1 cluster protein 4 [Fusarium oxysporum f. sp. raphani],False
FGRAM000v1_011897,,membrane attack complex component perforin [Fusarium sporotrichioides],False
FGRAM000v1_011898,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011899,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011900,,general substrate transporter [Fusarium flagelliforme],False
FGRAM000v1_011901,,general substrate transporter [Fusarium flagelliforme],False
FGRAM000v1_13433,FGSG_13180,hypothetical protein FGSG_13180 [Fusarium graminearum PH-1],False
FGRAM000v1_011902,FGSG_07667,hypothetical protein FGSG_07667 [Fusarium graminearum PH-1],False
FGRAM000v1_011903,,Carboxypeptidase 2 [Fusarium culmorum],False
FGRAM000v1_011904,,putative amino-acid permease C15C4.04c [Fusarium culmorum],False
FGRAM000v1_011905,,hypothetical protein HG531_004667 [Fusarium graminearum],False
FGRAM000v1_011906,,Alpha/Beta hydrolase protein [Fusarium flagelliforme],False
FGRAM000v1_011907,,transcriptional regulator [Fusarium longipes],False
FGRAM000v1_011908,,isoprenoid synthase domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011909,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_011910,,SGNH hydrolase-type esterase domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011911,FGSG_13182,hypothetical protein FGSG_13182 [Fusarium graminearum PH-1],False
FGRAM000v1_011912,FGSG_13183,hypothetical protein FGSG_13183 [Fusarium graminearum PH-1],False
FGRAM000v1_011913,FGSG_07676,hypothetical protein FGSG_07676 [Fusarium graminearum PH-1],False
FGRAM000v1_011914,,multicopper oxidase-domain-containing protein [Fusarium venenatum],False
FGRAM000v1_011915,,Laccase-1 [Fusarium culmorum],False
FGRAM000v1_011916,,Acid phosphatase [Fusarium culmorum],False
FGRAM000v1_011917,,Ccc1 family [Fusarium venenatum],False
FGRAM000v1_011918,,tRNA-Val,False
FGRAM000v1_011919,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_011920,FGSG_13187,hypothetical protein FGSG_13187 [Fusarium graminearum PH-1],False
FGRAM000v1_011921,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011922,,major facilitator superfamily domain-containing protein [Fusarium flagelliforme],False
FGRAM000v1_011923,,chaperonin 10-like protein [Fusarium flagelliforme],False
FGRAM000v1_011924,,hypothetical protein FG05_07684 [Fusarium graminearum],False
FGRAM000v1_011925,,dimethylaniline monooxygenase [Fusarium sporotrichioides],False
FGRAM000v1_011926,,tRNA-Glu,False
FGRAM000v1_011927,FGSG_07686,hypothetical protein FGSG_07686 [Fusarium graminearum PH-1],False
FGRAM000v1_011928,,Vegetative incompatibility protein HET-E-1 [Fusarium culmorum],False
FGRAM000v1_011929,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_011930,,TPA_inf: intracellular beta-galactosidase BgaD [Fusarium graminearum PH-1],False
FGRAM000v1_011931,,general substrate transporter [Fusarium flagelliforme],False
FGRAM000v1_011932,FGSG_07691,hypothetical protein FGSG_07691 [Fusarium graminearum PH-1],False
FGRAM000v1_011933,,glucosamine-6-phosphate isomerase [Fusarium graminearum PH-1],False
FGRAM000v1_011934,,c6 finger [Fusarium sporotrichioides],False
FGRAM000v1_011935,,Glucokinase [Fusarium culmorum],False
FGRAM000v1_011936,,putative xylanase 7 [Fusarium graminearum],False
FGRAM000v1_011937,,putative xylanase 28 [Fusarium flagelliforme],False
FGRAM000v1_011938,,s-adenosylmethionine-dependent methyltransferase [Fusarium longipes],False
FGRAM000v1_011939,,S-adenosyl-L-methionine-dependent methyltransferase [Fusarium flagelliforme],False
FGRAM000v1_011940,,hypothetical protein FG05_13191 [Fusarium graminearum],False
FGRAM000v1_011941,,Six-hairpin glycosidase-like protein [Fusarium venenatum],False
FGRAM000v1_011942,FGSG_07699,hypothetical protein FGSG_07699 [Fusarium graminearum PH-1],False
FGRAM000v1_011943,,tRNA-Arg,False
FGRAM000v1_011944,,ribonuclease h [Fusarium sporotrichioides],False
FGRAM000v1_011945,,non-ribosomal peptide synthetase [Fusarium langsethiae],False
FGRAM000v1_011946,,amino acid/polyamine transporter I [Mariannaea sp. PMI_226],False
FGRAM000v1_011947,,Acyltransferase LovD [Fusarium culmorum],False
FGRAM000v1_011948,,dynamin family [Fusarium sporotrichioides],False
FGRAM000v1_011949,,dynamin family [Fusarium sporotrichioides],False
FGRAM000v1_011950,,Methyltransferase ustM [Fusarium culmorum],False
FGRAM000v1_011951,,heterokaryon incompatibility protein-domain-containing protein [Fusarium venenatum],False
FGRAM000v1_011952,,Ff.00g129410.m01.CDS01 [Fusarium sp. VM40],False
FGRAM000v1_011953,,3-oxoacyl-[acyl-carrier-protein] reductase FabG [Fusarium culmorum],False
FGRAM000v1_011954,FGSG_07707,hypothetical protein FGSG_07707 [Fusarium graminearum PH-1],False
FGRAM000v1_011955,FGSG_07708,hypothetical protein FGSG_07708 [Fusarium graminearum PH-1],False
FGRAM000v1_011956,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_011957,FGSG_07710,hypothetical protein FGSG_07710 [Fusarium graminearum PH-1],False
FGRAM000v1_011958,,tRNA-Glu,False
FGRAM000v1_011959,,tRNA-Lys,False
FGRAM000v1_011960,FGSG_07711,hypothetical protein FGSG_07711 [Fusarium graminearum PH-1],False
FGRAM000v1_011961,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_011962,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_011963,FGSG_07713,hypothetical protein FGSG_07713 [Fusarium graminearum PH-1],False
FGRAM000v1_011964,,mrna 3 -end-processing yth1 [Fusarium sporotrichioides],False
FGRAM000v1_011965,,Secondary metabolism regulator LAE1 [Fusarium culmorum],False
FGRAM000v1_011966,,G-protein coupled receptor 1 [Fusarium oxysporum f. sp. conglutinans],False
FGRAM000v1_011967,,hypothetical protein FG05_30183 [Fusarium graminearum],False
FGRAM000v1_011968,,9dad758c-46d2-4744-a013-f5a868cf44a7 [Sclerotinia trifoliorum],False
FGRAM000v1_011969,,hypothetical protein FG05_30184 [Fusarium graminearum],False
FGRAM000v1_011970,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_011971,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_011972,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_011973,,hypothetical protein FG05_30188 [Fusarium graminearum],False
FGRAM000v1_011974,,unnamed protein product [Fusarium graminearum],False
FGRAM000v1_011975,,major facilitator superfamily transporter [Colletotrichum orchidophilum],False
FGRAM000v1_011976,,sulfatase domain-containing protein [Sarocladium implicatum],False
FGRAM000v1_011977,,major facilitator superfamily protein [Sarocladium implicatum],False
FGRAM000v1_011978,FGSG_07723,hypothetical protein FGSG_07723 [Fusarium graminearum PH-1],False
FGRAM000v1_011979,,putative ribokinase protein [Fusarium austroafricanum],False
FGRAM000v1_011980,FGSG_07725,hypothetical protein FGSG_07725 [Fusarium graminearum PH-1],False
