gene_id	GO	aspect	name	namespace
FGSG_11224	GO:0006508	P	related to ADAM protease ADM-B	BP
FGSG_13826	GO:0004252	F	Peptidase S8 subtilisin kexin sedolisin	MF
FGSG_13826	GO:0006508	P	Peptidase S8 subtilisin kexin sedolisin	BP
FGSG_13827	GO:0004252	F	serine protease abc transporter b family tagd	MF
FGSG_13827	GO:0006508	P	serine protease abc transporter b family tagd	BP
FGSG_13828	GO:0005634	C	related to transcriptional activator Mut3p	CC
FGSG_13828	GO:0000981	F	related to transcriptional activator Mut3p	MF
FGSG_13828	GO:0003677	F	related to transcriptional activator Mut3p	MF
FGSG_13828	GO:0008270	F	related to transcriptional activator Mut3p	MF
FGSG_13828	GO:0006351	P	related to transcriptional activator Mut3p	BP
FGSG_13828	GO:0006357	P	related to transcriptional activator Mut3p	BP
FGSG_13829	GO:0005506	F	Cysteine dioxygenase	MF
FGSG_13829	GO:0016702	F	Cysteine dioxygenase	MF
FGSG_13829	GO:0055114	P	Cysteine dioxygenase	BP
FGSG_13830	GO:0005634	C	related to C6 transcription factor	CC
FGSG_13830	GO:0000981	F	related to C6 transcription factor	MF
FGSG_13830	GO:0003677	F	related to C6 transcription factor	MF
FGSG_13830	GO:0008270	F	related to C6 transcription factor	MF
FGSG_13830	GO:0006351	P	related to C6 transcription factor	BP
FGSG_13830	GO:0006357	P	related to C6 transcription factor	BP
FGSG_11219	GO:0016021	C	related to tartrate transporter	CC
FGSG_11219	GO:0055085	P	related to tartrate transporter	BP
FGSG_11218	GO:0005634	C	Transcriptional regulatory moc3	CC
FGSG_11218	GO:0000981	F	Transcriptional regulatory moc3	MF
FGSG_11218	GO:0008270	F	Transcriptional regulatory moc3	MF
FGSG_11218	GO:0006357	P	Transcriptional regulatory moc3	BP
FGSG_11217	GO:0016616	F	aldehyde reductase 2	MF
FGSG_11217	GO:0050662	F	aldehyde reductase 2	MF
FGSG_11217	GO:0044710	P	aldehyde reductase 2	BP
FGSG_11216	GO:0005634	C	fungal specific transcription factor domain-containing	CC
FGSG_11216	GO:0016021	C	fungal specific transcription factor domain-containing	CC
FGSG_11216	GO:0000981	F	fungal specific transcription factor domain-containing	MF
FGSG_11216	GO:0003677	F	fungal specific transcription factor domain-containing	MF
FGSG_11216	GO:0008270	F	fungal specific transcription factor domain-containing	MF
FGSG_11216	GO:0006351	P	fungal specific transcription factor domain-containing	BP
FGSG_11216	GO:0006357	P	fungal specific transcription factor domain-containing	BP
FGSG_11215	GO:0016021	C	FAD binding domain-containing	CC
FGSG_11215	GO:0016491	F	FAD binding domain-containing	MF
FGSG_11215	GO:0071949	F	FAD binding domain-containing	MF
FGSG_11215	GO:0055114	P	FAD binding domain-containing	BP
FGSG_11212	GO:0016021	C	hypothetical protein FGSG_11212	CC
FGSG_11211	GO:0016491	F	short chain alcohol dehydrogenase	MF
FGSG_11211	GO:0055114	P	short chain alcohol dehydrogenase	BP
FGSG_13834	GO:0005576	C	related to bromodomain BDF1	CC
FGSG_13834	GO:0004553	F	related to bromodomain BDF1	MF
FGSG_13834	GO:0016829	F	related to bromodomain BDF1	MF
FGSG_13834	GO:0030248	F	related to bromodomain BDF1	MF
FGSG_13834	GO:0000272	P	related to bromodomain BDF1	BP
FGSG_11207	GO:0016021	C	ankyrin repeat	CC
FGSG_11202	GO:0004385	F	guanylate kinase	MF
FGSG_11202	GO:0016310	P	guanylate kinase	BP
FGSG_11202	GO:0046037	P	guanylate kinase	BP
FGSG_11202	GO:0046710	P	guanylate kinase	BP
FGSG_11198	GO:0016491	F	3-oxoacyl-[acyl-carrier ] reductase	MF
FGSG_11198	GO:0055114	P	3-oxoacyl-[acyl-carrier ] reductase	BP
FGSG_13838	GO:0016021	C	hypothetical protein FGSG_13838	CC
FGSG_13838	GO:0003677	F	hypothetical protein FGSG_13838	MF
FGSG_13838	GO:0003700	F	hypothetical protein FGSG_13838	MF
FGSG_13838	GO:0006355	P	hypothetical protein FGSG_13838	BP
FGSG_11196	GO:0016787	F	related to epoxide hydrolase	MF
FGSG_11195	GO:0016021	C	related to NADPH oxidase homolog 1	CC
FGSG_11195	GO:0005509	F	related to NADPH oxidase homolog 1	MF
FGSG_11195	GO:0016491	F	related to NADPH oxidase homolog 1	MF
FGSG_11195	GO:0055114	P	related to NADPH oxidase homolog 1	BP
FGSG_13839	GO:0016021	C	phenol 2-monooxygenase	CC
FGSG_13839	GO:0004497	F	phenol 2-monooxygenase	MF
FGSG_13839	GO:0071949	F	phenol 2-monooxygenase	MF
FGSG_13839	GO:0055114	P	phenol 2-monooxygenase	BP
FGSG_13840	GO:0016614	F	probable isoamyl alcohol oxidase	MF
FGSG_13840	GO:0050660	F	probable isoamyl alcohol oxidase	MF
FGSG_13840	GO:0055114	P	probable isoamyl alcohol oxidase	BP
FGSG_11193	GO:0047605	F	alpha-acetolactate decarboxylase	MF
FGSG_11193	GO:0045151	P	alpha-acetolactate decarboxylase	BP
FGSG_11192	GO:0016491	F	hypothetical protein FGSG_11192	MF
FGSG_11192	GO:0055114	P	hypothetical protein FGSG_11192	BP
FGSG_11190	GO:0003723	F	Guanyl-specific ribonuclease F1	MF
FGSG_11190	GO:0004521	F	Guanyl-specific ribonuclease F1	MF
FGSG_11190	GO:0046589	F	Guanyl-specific ribonuclease F1	MF
FGSG_11190	GO:0090502	P	Guanyl-specific ribonuclease F1	BP
FGSG_11188	GO:0016758	F	udp- transferase	MF
FGSG_11188	GO:0005975	P	udp- transferase	BP
FGSG_11188	GO:0030259	P	udp- transferase	BP
FGSG_11187	GO:0016021	C	hypothetical protein FG05_11187	CC
FGSG_11186	GO:0005634	C	hypothetical protein FGSG_11186	CC
FGSG_11186	GO:0000981	F	hypothetical protein FGSG_11186	MF
FGSG_11186	GO:0008270	F	hypothetical protein FGSG_11186	MF
FGSG_11186	GO:0006357	P	hypothetical protein FGSG_11186	BP
FGSG_11184	GO:0004553	F	related to cellulase	MF
FGSG_11184	GO:0005975	P	related to cellulase	BP
FGSG_11183	GO:0016021	C	related to methyltransferase	CC
FGSG_11183	GO:0005507	F	related to methyltransferase	MF
FGSG_11183	GO:0016491	F	related to methyltransferase	MF
FGSG_11183	GO:0055114	P	related to methyltransferase	BP
FGSG_11182	GO:0016021	C	related to hexose transporter	CC
FGSG_11182	GO:0022891	F	related to hexose transporter	MF
FGSG_11182	GO:0055085	P	related to hexose transporter	BP
FGSG_11104	GO:0016021	C	triacylglycerol lipase II precursor	CC
FGSG_11104	GO:0005525	F	triacylglycerol lipase II precursor	MF
FGSG_11100	GO:0004497	F	6-hydroxynicotinate 3-monooxygenase	MF
FGSG_11100	GO:0071949	F	6-hydroxynicotinate 3-monooxygenase	MF
FGSG_11100	GO:0055114	P	6-hydroxynicotinate 3-monooxygenase	BP
FGSG_11099	GO:0016021	C	hypothetical protein FGSG_11099	CC
FGSG_11098	GO:0016021	C	related to beta-1,3-glucan binding	CC
FGSG_11098	GO:0004553	F	related to beta-1,3-glucan binding	MF
FGSG_11098	GO:0005975	P	related to beta-1,3-glucan binding	BP
FGSG_11094	GO:0005576	C	pectate lyase	CC
FGSG_11094	GO:0030570	F	pectate lyase	MF
FGSG_11093	GO:0005634	C	hypothetical protein FGSG_11093	CC
FGSG_11093	GO:0000981	F	hypothetical protein FGSG_11093	MF
FGSG_11093	GO:0003677	F	hypothetical protein FGSG_11093	MF
FGSG_11093	GO:0008270	F	hypothetical protein FGSG_11093	MF
FGSG_11093	GO:0006351	P	hypothetical protein FGSG_11093	BP
FGSG_11093	GO:0006357	P	hypothetical protein FGSG_11093	BP
FGSG_11092	GO:0016021	C	related to aflatoxin efflux pump AFLT	CC
FGSG_11092	GO:0005215	F	related to aflatoxin efflux pump AFLT	MF
FGSG_11092	GO:0055085	P	related to aflatoxin efflux pump AFLT	BP
FGSG_11090	GO:0003824	F	phenazine biosynthesis	MF
FGSG_11090	GO:0009058	P	phenazine biosynthesis	BP
FGSG_11088	GO:0016021	C	related to Na+ H+-exchanging	CC
FGSG_11088	GO:0015299	F	related to Na+ H+-exchanging	MF
FGSG_11088	GO:1902600	P	related to Na+ H+-exchanging	BP
FGSG_11087	GO:0016021	C	related to tartrate transporter	CC
FGSG_11087	GO:0055085	P	related to tartrate transporter	BP
FGSG_11084	GO:0016021	C	mfs transporter	CC
FGSG_11084	GO:0055085	P	mfs transporter	BP
FGSG_11082	GO:0016491	F	related to 3-oxoacyl-[acyl-carrier- ] reductase	MF
FGSG_11082	GO:0055114	P	related to 3-oxoacyl-[acyl-carrier- ] reductase	BP
FGSG_11081	GO:0016491	F	zeaxanthin chloroplastic	MF
FGSG_11081	GO:0071949	F	zeaxanthin chloroplastic	MF
FGSG_11081	GO:0055114	P	zeaxanthin chloroplastic	BP
FGSG_11080	GO:0016021	C	integral membrane	CC
FGSG_11079	GO:0016021	C	allantoate permease	CC
FGSG_11079	GO:0055085	P	allantoate permease	BP
FGSG_11078	GO:0016020	C	amidohydrolase 2	CC
FGSG_11078	GO:0016787	F	amidohydrolase 2	MF
FGSG_11076	GO:0016021	C	hypothetical protein FGSG_11076	CC
FGSG_13860	GO:0016874	F	phenylacetyl- ligase	MF
FGSG_13860	GO:0008152	P	phenylacetyl- ligase	BP
FGSG_11074	GO:0008168	F	related to TAM domain methyltransferase	MF
FGSG_11074	GO:0032259	P	related to TAM domain methyltransferase	BP
FGSG_11073	GO:0004177	F	d-aminopeptidase	MF
FGSG_11073	GO:0006508	P	d-aminopeptidase	BP
FGSG_11072	GO:0016798	F	hypothetical protein FGSG_11072	MF
FGSG_11071	GO:0016021	C	hypothetical protein FGSG_11071	CC
FGSG_11070	GO:0003824	F	n-carbamoyl-l-amino acid hydrolase	MF
FGSG_11070	GO:0008152	P	n-carbamoyl-l-amino acid hydrolase	BP
FGSG_11069	GO:0016021	C	allantoate transport	CC
FGSG_11069	GO:0015663	F	allantoate transport	MF
FGSG_11069	GO:0035353	P	allantoate transport	BP
FGSG_13861	GO:0004553	F	related to beta-mannosidase	MF
FGSG_13861	GO:0005975	P	related to beta-mannosidase	BP
FGSG_11066	GO:0005576	C	related to beta-mannanase	CC
FGSG_11066	GO:0004553	F	related to beta-mannanase	MF
FGSG_11066	GO:0030248	F	related to beta-mannanase	MF
FGSG_11066	GO:0005975	P	related to beta-mannanase	BP
FGSG_11064	GO:0019013	C	RNA-binding domain-containing	CC
FGSG_11064	GO:0030529	C	RNA-binding domain-containing	CC
FGSG_11064	GO:0000166	F	RNA-binding domain-containing	MF
FGSG_11064	GO:0003676	F	RNA-binding domain-containing	MF
FGSG_11062	GO:0016021	C	Glutathione S-transferase P 10	CC
FGSG_11062	GO:0016740	F	Glutathione S-transferase P 10	MF
FGSG_11061	GO:0046872	F	Zinc finger transcription factor ace1	MF
FGSG_11061	GO:0051087	F	Zinc finger transcription factor ace1	MF
FGSG_11057	GO:0016021	C	Lactose permease	CC
FGSG_11057	GO:0022891	F	Lactose permease	MF
FGSG_11057	GO:0055085	P	Lactose permease	BP
FGSG_11056	GO:0009341	C	hypothetical protein FGSG_11056	CC
FGSG_11056	GO:0004565	F	hypothetical protein FGSG_11056	MF
FGSG_11056	GO:0005975	P	hypothetical protein FGSG_11056	BP
FGSG_11056	GO:0006355	P	hypothetical protein FGSG_11056	BP
FGSG_11055	GO:0009341	C	related to beta-galactosidase	CC
FGSG_11055	GO:0004565	F	related to beta-galactosidase	MF
FGSG_11055	GO:0005975	P	related to beta-galactosidase	BP
FGSG_11054	GO:0046912	F	homocitrate synthase	MF
FGSG_11054	GO:0019752	P	homocitrate synthase	BP
FGSG_11051	GO:0005634	C	transcription factor	CC
FGSG_11051	GO:0000981	F	transcription factor	MF
FGSG_11051	GO:0003677	F	transcription factor	MF
FGSG_11051	GO:0008270	F	transcription factor	MF
FGSG_11051	GO:0006351	P	transcription factor	BP
FGSG_11051	GO:0006357	P	transcription factor	BP
FGSG_11049	GO:0005576	C	acetylxylan esterase	CC
FGSG_11049	GO:0016021	C	acetylxylan esterase	CC
FGSG_11049	GO:0004553	F	acetylxylan esterase	MF
FGSG_11049	GO:0030248	F	acetylxylan esterase	MF
FGSG_11049	GO:0005975	P	acetylxylan esterase	BP
FGSG_11048	GO:0015926	F	arabinogalactan endo-1,4-beta-galactosidase	MF
FGSG_11048	GO:0031218	F	arabinogalactan endo-1,4-beta-galactosidase	MF
FGSG_11048	GO:0005975	P	arabinogalactan endo-1,4-beta-galactosidase	BP
FGSG_11045	GO:0051213	F	DOPA 4,5-dioxygenase	MF
FGSG_11045	GO:0055114	P	DOPA 4,5-dioxygenase	BP
FGSG_11042	GO:0033961	F	epoxide hydrolase	MF
FGSG_11041	GO:0016021	C	hypothetical protein FGSG_11041	CC
FGSG_11040	GO:0016021	C	glutathione S-transferase	CC
FGSG_11040	GO:0016740	F	glutathione S-transferase	MF
FGSG_11039	GO:0016021	C	glutathione s-transferase	CC
FGSG_11039	GO:0016740	F	glutathione s-transferase	MF
FGSG_11038	GO:0016021	C	cytochrome p450 oxidoreductase	CC
FGSG_11038	GO:0004497	F	cytochrome p450 oxidoreductase	MF
FGSG_11038	GO:0005506	F	cytochrome p450 oxidoreductase	MF
FGSG_11038	GO:0016705	F	cytochrome p450 oxidoreductase	MF
FGSG_11038	GO:0020037	F	cytochrome p450 oxidoreductase	MF
FGSG_11038	GO:0055114	P	cytochrome p450 oxidoreductase	BP
FGSG_11037	GO:0008810	F	murein transglycosylase	MF
FGSG_11037	GO:0000272	P	murein transglycosylase	BP
FGSG_11036	GO:0005576	C	feruloyl esterase c	CC
FGSG_11036	GO:0008236	F	feruloyl esterase c	MF
FGSG_11036	GO:0030248	F	feruloyl esterase c	MF
FGSG_11036	GO:0030600	F	feruloyl esterase c	MF
FGSG_11036	GO:0046556	F	feruloyl esterase c	MF
FGSG_11036	GO:0005975	P	feruloyl esterase c	BP
FGSG_11036	GO:0006508	P	feruloyl esterase c	BP
FGSG_13865	GO:0016620	F	aldehyde dehydrogenase	MF
FGSG_13865	GO:0055114	P	aldehyde dehydrogenase	BP
FGSG_11032	GO:0005576	C	galactose oxidase	CC
FGSG_11032	GO:0045480	F	galactose oxidase	MF
FGSG_11032	GO:0046872	F	galactose oxidase	MF
FGSG_11032	GO:0055114	P	galactose oxidase	BP
FGSG_13866	GO:0016021	C	high-affinity glucose transporter	CC
FGSG_13866	GO:0022891	F	high-affinity glucose transporter	MF
FGSG_13866	GO:0008643	P	high-affinity glucose transporter	BP
FGSG_13866	GO:0055085	P	high-affinity glucose transporter	BP
FGSG_11030	GO:0016021	C	ferric-chelate reductase	CC
FGSG_11030	GO:0016491	F	ferric-chelate reductase	MF
FGSG_11030	GO:0055114	P	ferric-chelate reductase	BP
FGSG_11029	GO:0016021	C	Siderophore iron transporter 3	CC
FGSG_11029	GO:0055085	P	Siderophore iron transporter 3	BP
FGSG_11028	GO:0016021	C	related to ATP-binding cassette transporter YOR1	CC
FGSG_11028	GO:0005524	F	related to ATP-binding cassette transporter YOR1	MF
FGSG_11028	GO:0042626	F	related to ATP-binding cassette transporter YOR1	MF
FGSG_11028	GO:0055085	P	related to ATP-binding cassette transporter YOR1	BP
FGSG_11027	GO:0016746	F	lysine n-acyltransferase	MF
FGSG_11026	GO:0003824	F	ferrichrome siderophore peptide synthetase	MF
FGSG_11026	GO:0031177	F	ferrichrome siderophore peptide synthetase	MF
FGSG_11026	GO:0008152	P	ferrichrome siderophore peptide synthetase	BP
FGSG_13868	GO:0016021	C	hypothetical protein FGSG_13868	CC
FGSG_11024	GO:0016021	C	cytochrome family 51 (sterol 14-demethylase)	CC
FGSG_11024	GO:0004497	F	cytochrome family 51 (sterol 14-demethylase)	MF
FGSG_11024	GO:0005506	F	cytochrome family 51 (sterol 14-demethylase)	MF
FGSG_11024	GO:0008168	F	cytochrome family 51 (sterol 14-demethylase)	MF
FGSG_11024	GO:0016705	F	cytochrome family 51 (sterol 14-demethylase)	MF
FGSG_11024	GO:0020037	F	cytochrome family 51 (sterol 14-demethylase)	MF
FGSG_11024	GO:0032259	P	cytochrome family 51 (sterol 14-demethylase)	BP
FGSG_11024	GO:0055114	P	cytochrome family 51 (sterol 14-demethylase)	BP
FGSG_11022	GO:0016491	F	related to short-chain alcohol dehydrogenase	MF
FGSG_11022	GO:0055114	P	related to short-chain alcohol dehydrogenase	BP
FGSG_13871	GO:0016884	F	glutamyl-tRNA amidotransferase subunit a	MF
FGSG_11019	GO:0043531	F	nb-arc and tpr domain	MF
FGSG_13873	GO:0008080	F	acyl- N-acyltransferase	MF
FGSG_11018	GO:0016787	F	had-superfamily subfamily variant 1	MF
FGSG_11018	GO:0008152	P	had-superfamily subfamily variant 1	BP
FGSG_11016	GO:0016021	C	hypothetical protein FGSG_11016	CC
FGSG_11014	GO:0016021	C	hypothetical protein FGSG_11014	CC
FGSG_11013	GO:0016020	C	hypothetical protein FGSG_11013	CC
FGSG_11012	GO:0045735	F	ATP synthase subunit alpha	MF
FGSG_11011	GO:0005576	C	endopolygalacturonase	CC
FGSG_11011	GO:0004650	F	endopolygalacturonase	MF
FGSG_11011	GO:0005975	P	endopolygalacturonase	BP
FGSG_11011	GO:0071555	P	endopolygalacturonase	BP
FGSG_13875	GO:0004499	F	related to flavin-containing monooxygenase	MF
FGSG_13875	GO:0050660	F	related to flavin-containing monooxygenase	MF
FGSG_13875	GO:0050661	F	related to flavin-containing monooxygenase	MF
FGSG_13875	GO:0055114	P	related to flavin-containing monooxygenase	BP
FGSG_11008	GO:0016614	F	choline dehydrogenase	MF
FGSG_11008	GO:0050660	F	choline dehydrogenase	MF
FGSG_11008	GO:0055114	P	choline dehydrogenase	BP
FGSG_13876	GO:0005975	P	Glycoside superfamily	BP
FGSG_11006	GO:0016787	F	glycoside hydrolase family 55	MF
FGSG_11003	GO:0005524	F	related to TOB3 (member of AAA-ATPase family)	MF
FGSG_11002	GO:0016021	C	ent-kaurene oxidase	CC
FGSG_11002	GO:0004497	F	ent-kaurene oxidase	MF
FGSG_11002	GO:0005506	F	ent-kaurene oxidase	MF
FGSG_11002	GO:0016705	F	ent-kaurene oxidase	MF
FGSG_11002	GO:0020037	F	ent-kaurene oxidase	MF
FGSG_11002	GO:0055114	P	ent-kaurene oxidase	BP
FGSG_11001	GO:0044424	C	Guk1p	CC
FGSG_11001	GO:0016740	F	Guk1p	MF
FGSG_11001	GO:0009150	P	Guk1p	BP
FGSG_11001	GO:1901068	P	Guk1p	BP
FGSG_10999	GO:0005576	C	Endo-1,4-beta-xylanase 1	CC
FGSG_10999	GO:0031176	F	Endo-1,4-beta-xylanase 1	MF
FGSG_10999	GO:0009405	P	Endo-1,4-beta-xylanase 1	BP
FGSG_10999	GO:0045493	P	Endo-1,4-beta-xylanase 1	BP
FGSG_10998	GO:0016614	F	6-hydroxy-d-nicotine oxidase	MF
FGSG_10998	GO:0050660	F	6-hydroxy-d-nicotine oxidase	MF
FGSG_10998	GO:0055114	P	6-hydroxy-d-nicotine oxidase	BP
FGSG_10997	GO:0016021	C	hypothetical protein FGSG_10997	CC
FGSG_10995	GO:0016021	C	ABC transporter	CC
FGSG_10995	GO:0005524	F	ABC transporter	MF
FGSG_10995	GO:0042626	F	ABC transporter	MF
FGSG_10995	GO:0055085	P	ABC transporter	BP
FGSG_10993	GO:0046912	F	2-isopropylmalate synthase	MF
FGSG_10993	GO:0019752	P	2-isopropylmalate synthase	BP
FGSG_10992	GO:0016810	F	polysaccharide deacetylase	MF
FGSG_10992	GO:0005975	P	polysaccharide deacetylase	BP
FGSG_10991	GO:0016021	C	cytochrome p450 family	CC
FGSG_10991	GO:0004497	F	cytochrome p450 family	MF
FGSG_10991	GO:0005506	F	cytochrome p450 family	MF
FGSG_10991	GO:0016705	F	cytochrome p450 family	MF
FGSG_10991	GO:0020037	F	cytochrome p450 family	MF
FGSG_10991	GO:0055114	P	cytochrome p450 family	BP
FGSG_10990	GO:0003824	F	Nonribosomal Peptide Synthase (NRPS)	MF
FGSG_10990	GO:0031177	F	Nonribosomal Peptide Synthase (NRPS)	MF
FGSG_10990	GO:0008152	P	Nonribosomal Peptide Synthase (NRPS)	BP
FGSG_13878	GO:0003824	F	Amino acid	MF
FGSG_13878	GO:0031177	F	Amino acid	MF
FGSG_13878	GO:0008152	P	Amino acid	BP
FGSG_13879	GO:0003824	F	polyketide synthase	MF
FGSG_10986	GO:0016614	F	related to alcohol oxidase	MF
FGSG_10986	GO:0050660	F	related to alcohol oxidase	MF
FGSG_10986	GO:0055114	P	related to alcohol oxidase	BP
FGSG_10983	GO:0016021	C	related to integral membrane PTH11	CC
FGSG_10983	GO:0022891	F	related to integral membrane PTH11	MF
FGSG_10983	GO:0055085	P	related to integral membrane PTH11	BP
FGSG_10982	GO:0004177	F	dipeptidyl-peptidase 4	MF
FGSG_10982	GO:0008236	F	dipeptidyl-peptidase 4	MF
FGSG_10982	GO:0006508	P	dipeptidyl-peptidase 4	BP
FGSG_13880	GO:0004553	F	Enoyl- hydratase domain-containing mitochondrial	MF
FGSG_13880	GO:0005975	P	Enoyl- hydratase domain-containing mitochondrial	BP
FGSG_13881	GO:0004553	F	xylan 1,4-beta-xylosidase	MF
FGSG_13881	GO:0045493	P	xylan 1,4-beta-xylosidase	BP
FGSG_10980	GO:0005634	C	related to general repressor of transcription	CC
FGSG_10980	GO:0016021	C	related to general repressor of transcription	CC
FGSG_10980	GO:0000981	F	related to general repressor of transcription	MF
FGSG_10980	GO:0003677	F	related to general repressor of transcription	MF
FGSG_10980	GO:0008270	F	related to general repressor of transcription	MF
FGSG_10980	GO:0006351	P	related to general repressor of transcription	BP
FGSG_10980	GO:0006357	P	related to general repressor of transcription	BP
FGSG_10979	GO:0005743	C	related to glomerulosclerosis Mpv17	CC
FGSG_10979	GO:0016021	C	related to glomerulosclerosis Mpv17	CC
FGSG_10979	GO:0006067	P	related to glomerulosclerosis Mpv17	BP
FGSG_10978	GO:0016757	F	glycolipid 2-alpha-mannosyltransferase	MF
FGSG_10977	GO:0005634	C	transcription factor	CC
FGSG_10977	GO:0000981	F	transcription factor	MF
FGSG_10977	GO:0003677	F	transcription factor	MF
FGSG_10977	GO:0008270	F	transcription factor	MF
FGSG_10977	GO:0006351	P	transcription factor	BP
FGSG_10977	GO:0006357	P	transcription factor	BP
FGSG_10973	GO:0016021	C	magnesium and cobalt transport	CC
FGSG_10970	GO:0000923	C	anucleate primary sterigmata b	CC
FGSG_10970	GO:0044732	C	anucleate primary sterigmata b	CC
FGSG_10970	GO:0043015	F	anucleate primary sterigmata b	MF
FGSG_10970	GO:0000742	P	anucleate primary sterigmata b	BP
FGSG_10970	GO:0030953	P	anucleate primary sterigmata b	BP
FGSG_10970	GO:0030989	P	anucleate primary sterigmata b	BP
FGSG_10970	GO:0033566	P	anucleate primary sterigmata b	BP
FGSG_10970	GO:0051315	P	anucleate primary sterigmata b	BP
FGSG_10970	GO:0051415	P	anucleate primary sterigmata b	BP
FGSG_10968	GO:0016021	C	hypothetical protein FPSE_10977	CC
FGSG_10967	GO:0005737	C	arginase	CC
FGSG_10967	GO:0004053	F	arginase	MF
FGSG_10967	GO:0046872	F	arginase	MF
FGSG_10967	GO:0006525	P	arginase	BP
FGSG_10967	GO:0090368	P	arginase	BP
FGSG_10966	GO:0016740	F	related to capsular associated (CAP10)	MF
FGSG_10964	GO:0005783	C	vacuolar sorting-associated 4	CC
FGSG_10964	GO:0010008	C	vacuolar sorting-associated 4	CC
FGSG_10964	GO:0005524	F	vacuolar sorting-associated 4	MF
FGSG_10964	GO:0016887	F	vacuolar sorting-associated 4	MF
FGSG_10964	GO:0042803	F	vacuolar sorting-associated 4	MF
FGSG_10964	GO:0016125	P	vacuolar sorting-associated 4	BP
FGSG_10964	GO:0032511	P	vacuolar sorting-associated 4	BP
FGSG_10964	GO:0045053	P	vacuolar sorting-associated 4	BP
FGSG_10964	GO:0051260	P	vacuolar sorting-associated 4	BP
FGSG_10964	GO:0070676	P	vacuolar sorting-associated 4	BP
FGSG_10963	GO:0005737	C	prefoldin beta subunit	CC
FGSG_10963	GO:0016272	C	prefoldin beta subunit	CC
FGSG_10963	GO:0015631	F	prefoldin beta subunit	MF
FGSG_10963	GO:0051082	F	prefoldin beta subunit	MF
FGSG_10963	GO:0006457	P	prefoldin beta subunit	BP
FGSG_10963	GO:0007021	P	prefoldin beta subunit	BP
FGSG_10963	GO:0032968	P	prefoldin beta subunit	BP
FGSG_10961	GO:0005768	C	related to STAM-binding	CC
FGSG_10961	GO:0030133	C	related to STAM-binding	CC
FGSG_10961	GO:0032153	C	related to STAM-binding	CC
FGSG_10961	GO:0004843	F	related to STAM-binding	MF
FGSG_10961	GO:0006897	P	related to STAM-binding	BP
FGSG_10961	GO:0016579	P	related to STAM-binding	BP
FGSG_10961	GO:0043328	P	related to STAM-binding	BP
FGSG_10960	GO:0004601	F	prostaglandin-endoperoxide synthase 1	MF
FGSG_10960	GO:0005506	F	prostaglandin-endoperoxide synthase 1	MF
FGSG_10960	GO:0016705	F	prostaglandin-endoperoxide synthase 1	MF
FGSG_10960	GO:0020037	F	prostaglandin-endoperoxide synthase 1	MF
FGSG_10960	GO:0006979	P	prostaglandin-endoperoxide synthase 1	BP
FGSG_10960	GO:0055114	P	prostaglandin-endoperoxide synthase 1	BP
FGSG_10960	GO:0098869	P	prostaglandin-endoperoxide synthase 1	BP
FGSG_10959	GO:0004601	F	hypothetical protein FGSG_10959	MF
FGSG_10959	GO:0005506	F	hypothetical protein FGSG_10959	MF
FGSG_10959	GO:0016705	F	hypothetical protein FGSG_10959	MF
FGSG_10959	GO:0020037	F	hypothetical protein FGSG_10959	MF
FGSG_10959	GO:0006979	P	hypothetical protein FGSG_10959	BP
FGSG_10959	GO:0055114	P	hypothetical protein FGSG_10959	BP
FGSG_10959	GO:0098869	P	hypothetical protein FGSG_10959	BP
FGSG_10958	GO:0016021	C	related to integral membrane PTH11	CC
FGSG_10957	GO:0016021	C	hypothetical protein FGSG_10957	CC
FGSG_10956	GO:0005794	C	glucose N-acetyltransferase 1	CC
FGSG_10956	GO:0016020	C	glucose N-acetyltransferase 1	CC
FGSG_10956	GO:0008375	F	glucose N-acetyltransferase 1	MF
FGSG_10956	GO:0006487	P	glucose N-acetyltransferase 1	BP
FGSG_13883	GO:0016021	C	beta-n-acetylhexosaminidase	CC
FGSG_13883	GO:0004563	F	beta-n-acetylhexosaminidase	MF
FGSG_13883	GO:0005975	P	beta-n-acetylhexosaminidase	BP
FGSG_10950	GO:0003995	F	acyl- dehydrogenase	MF
FGSG_10950	GO:0050660	F	acyl- dehydrogenase	MF
FGSG_10950	GO:0055114	P	acyl- dehydrogenase	BP
FGSG_10949	GO:0005739	C	mitochondrial	CC
FGSG_10949	GO:0004409	F	mitochondrial	MF
FGSG_10949	GO:0046872	F	mitochondrial	MF
FGSG_10949	GO:0051539	F	mitochondrial	MF
FGSG_10949	GO:0019878	P	mitochondrial	BP
FGSG_10947	GO:0009353	C	dihydrolipoyllysine-residue e2 component	CC
FGSG_10947	GO:0016021	C	dihydrolipoyllysine-residue e2 component	CC
FGSG_10947	GO:0042645	C	dihydrolipoyllysine-residue e2 component	CC
FGSG_10947	GO:0004149	F	dihydrolipoyllysine-residue e2 component	MF
FGSG_10947	GO:0016624	F	dihydrolipoyllysine-residue e2 component	MF
FGSG_10947	GO:0000002	P	dihydrolipoyllysine-residue e2 component	BP
FGSG_10947	GO:0006099	P	dihydrolipoyllysine-residue e2 component	BP
FGSG_10947	GO:0006103	P	dihydrolipoyllysine-residue e2 component	BP
FGSG_10946	GO:0016021	C	integral membrane	CC
FGSG_10946	GO:0045252	C	integral membrane	CC
FGSG_10946	GO:0004149	F	integral membrane	MF
FGSG_10946	GO:0006099	P	integral membrane	BP
FGSG_10945	GO:0005643	C	nuclear pore complex assembly	CC
