gene_id,chrom,start,end,strand,biotype,product
FGSG_06317,NC_026476.1,4991057,4994172,+,protein_coding,uncharacterized protein
FGSG_06318,NC_026476.1,4993639,4994834,-,protein_coding,uncharacterized protein
FGSG_06319,NC_026476.1,4995131,4996290,+,protein_coding,uncharacterized protein
FGSG_06320,NC_026476.1,4996447,4997378,-,protein_coding,uncharacterized protein
FGSG_06321,NC_026476.1,4997709,4998446,+,protein_coding,uncharacterized protein
FGSG_12904,NC_026476.1,4998606,5002941,-,protein_coding,uncharacterized protein
FGSG_12905,NC_026476.1,5003314,5004067,-,protein_coding,uncharacterized protein
FGSG_06323,NC_026476.1,5004654,5005927,+,protein_coding,uncharacterized protein
FGSG_06324,NC_026476.1,5006831,5009336,-,protein_coding,uncharacterized protein
FGSG_06325,NC_026476.1,5010218,5012767,+,protein_coding,uncharacterized protein
FGSG_06326,NC_026476.1,5014223,5019774,+,protein_coding,uncharacterized protein
FGSG_12906,NC_026476.1,5020587,5020979,-,protein_coding,uncharacterized protein
FGSG_06327,NC_026476.1,5021349,5021884,-,protein_coding,uncharacterized protein
FGSG_12907,NC_026476.1,5022205,5022895,-,protein_coding,uncharacterized protein
FGSG_06328,NC_026476.1,5026136,5030004,+,protein_coding,xylulose-5-phosphate phosphoketolase
FGSG_06329,NC_026476.1,5029591,5030196,-,protein_coding,uncharacterized protein
FGSG_06330,NC_026476.1,5030593,5033489,-,protein_coding,DNA mismatch repair protein msh-2
FGSG_06331,NC_026476.1,5035095,5037087,+,protein_coding,uncharacterized protein
FGSG_06332,NC_026476.1,5037213,5040119,-,protein_coding,uncharacterized protein
FGSG_06333,NC_026476.1,5044124,5044534,+,protein_coding,uncharacterized protein
FGSG_06334,NC_026476.1,5046682,5048900,-,protein_coding,uncharacterized protein
FGSG_06335,NC_026476.1,5049211,5050732,+,protein_coding,uncharacterized protein
FGSG_06336,NC_026476.1,5051905,5053455,+,protein_coding,uncharacterized protein
FGSG_06337,NC_026476.1,5054611,5055539,-,protein_coding,uncharacterized protein
FGSG_06338,NC_026476.1,5056071,5057294,+,protein_coding,tRNA (guanine-N(1)-)-methyltransferase
FGSG_06339,NC_026476.1,5057408,5059053,-,protein_coding,DNA primase small subunit
FGSG_06340,NC_026476.1,5059484,5062849,-,protein_coding,uncharacterized protein
FGSG_06341,NC_026476.1,5065167,5065502,+,protein_coding,uncharacterized protein
FGSG_06342,NC_026476.1,5066736,5068414,+,protein_coding,succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A
FGSG_06343,NC_026476.1,5068974,5070513,+,protein_coding,uncharacterized protein
FGSG_06344,NC_026476.1,5072572,5073440,+,protein_coding,uncharacterized protein
FGSG_06345,NC_026476.1,5074076,5076394,+,protein_coding,uncharacterized protein
FGSG_06346,NC_026476.1,5077516,5078767,-,protein_coding,vacuolar protein sorting-associated protein 74
FGSG_06347,NC_026476.1,5081528,5082556,-,protein_coding,uncharacterized protein
FGSG_06348,NC_026476.1,5083535,5086385,+,protein_coding,uncharacterized protein
FGSG_06349,NC_026476.1,5086666,5087862,-,protein_coding,uncharacterized protein
FGSG_06350,NC_026476.1,5088402,5090820,+,protein_coding,uncharacterized protein
FGSG_06351,NC_026476.1,5091795,5093849,-,protein_coding,uncharacterized protein
FGSG_06352,NC_026476.1,5096964,5098324,+,protein_coding,uncharacterized protein
FGSG_12908,NC_026476.1,5099054,5099568,+,protein_coding,uncharacterized protein
FGSG_06353,NC_026476.1,5099810,5102045,+,protein_coding,uncharacterized protein
FGSG_20655,NC_026476.1,5102580,5102665,+,tRNA,tRNA-Lys
FGSG_06354,NC_026476.1,5102990,5104893,-,protein_coding,uncharacterized protein
FGSG_06355,NC_026476.1,5106533,5107756,-,protein_coding,uncharacterized protein
FGSG_12909,NC_026476.1,5108775,5109128,+,protein_coding,uncharacterized protein
FGSG_06356,NC_026476.1,5113208,5116620,-,protein_coding,uncharacterized protein
FGSG_06357,NC_026476.1,5119657,5120307,-,protein_coding,uncharacterized protein
FGSG_12910,NC_026476.1,5121380,5123081,+,protein_coding,uncharacterized protein
FGSG_12911,NC_026476.1,5124146,5124566,+,protein_coding,uncharacterized protein
FGSG_06358,NC_026476.1,5126203,5128564,-,protein_coding,uncharacterized protein
FGSG_12912,NC_026476.1,5131833,5132231,-,protein_coding,uncharacterized protein
FGSG_06359,NC_026476.1,5132512,5135451,+,protein_coding,uncharacterized protein
FGSG_06360,NC_026476.1,5136337,5137031,-,protein_coding,uncharacterized protein
FGSG_06361,NC_026476.1,5137254,5141143,-,protein_coding,uncharacterized protein
FGSG_06362,NC_026476.1,5142378,5143974,+,protein_coding,uncharacterized protein
FGSG_06363,NC_026476.1,5144251,5146287,-,protein_coding,uncharacterized protein
FGSG_06364,NC_026476.1,5147119,5151341,+,protein_coding,uncharacterized protein
FGSG_12913,NC_026476.1,5151924,5152285,-,protein_coding,uncharacterized protein
FGSG_06366,NC_026476.1,5157409,5159623,-,protein_coding,uncharacterized protein
FGSG_06367,NC_026476.1,5163462,5165918,+,protein_coding,uncharacterized protein
FGSG_06368,NC_026476.1,5167640,5169314,-,protein_coding,uncharacterized protein
FGSG_06369,NC_026476.1,5173649,5176253,+,protein_coding,uncharacterized protein
FGSG_06370,NC_026476.1,5177088,5178571,+,protein_coding,CDP-diacylglycerol-serine O-phosphatidyltransferase
FGSG_06371,NC_026476.1,5180575,5182860,+,protein_coding,uncharacterized protein
FGSG_06372,NC_026476.1,5182915,5184411,-,protein_coding,uncharacterized protein
FGSG_06373,NC_026476.1,5184756,5187854,-,protein_coding,uncharacterized protein
FGSG_06374,NC_026476.1,5189987,5191601,-,protein_coding,uncharacterized protein
FGSG_06375,NC_026476.1,5192131,5194517,-,protein_coding,uncharacterized protein
FGSG_06376,NC_026476.1,5195725,5196338,+,protein_coding,N-acetyltransferase C complex catalytic subunit MAK3
FGSG_06377,NC_026476.1,5196630,5197689,-,protein_coding,uncharacterized protein
FGSG_06378,NC_026476.1,5198089,5199591,+,protein_coding,uncharacterized protein
FGSG_06379,NC_026476.1,5201336,5205309,+,protein_coding,uncharacterized protein
FGSG_06380,NC_026476.1,5206318,5208314,+,protein_coding,uncharacterized protein
FGSG_06381,NC_026476.1,5208680,5209402,-,protein_coding,uncharacterized protein
FGSG_06382,NC_026476.1,5212583,5214663,+,protein_coding,uncharacterized protein
FGSG_06383,NC_026476.1,5215126,5215910,-,protein_coding,uncharacterized protein
FGSG_06384,NC_026476.1,5218441,5221795,+,protein_coding,uncharacterized protein
FGSG_06385,NC_026476.1,5224188,5225899,+,protein_coding,mitogen-activated protein kinase
FGSG_06386,NC_026476.1,5226532,5228782,+,protein_coding,oxidation resistance protein 1
FGSG_06387,NC_026476.1,5228169,5229205,-,protein_coding,uncharacterized protein
FGSG_06388,NC_026476.1,5229899,5232310,-,protein_coding,uncharacterized protein
FGSG_06389,NC_026476.1,5232886,5233321,-,protein_coding,uncharacterized protein
FGSG_06390,NC_026476.1,5233624,5234187,+,protein_coding,uncharacterized protein
FGSG_06391,NC_026476.1,5235129,5235828,+,protein_coding,uncharacterized protein
FGSG_06392,NC_026476.1,5236072,5237410,-,protein_coding,uncharacterized protein
FGSG_06393,NC_026476.1,5242450,5243373,+,protein_coding,uncharacterized protein
FGSG_06394,NC_026476.1,5243701,5245065,-,protein_coding,uncharacterized protein
FGSG_06395,NC_026476.1,5245496,5251402,+,protein_coding,activating signal cointegrator 1 complex subunit 3
FGSG_06396,NC_026476.1,5252425,5253420,-,protein_coding,uncharacterized protein
FGSG_12914,NC_026476.1,5253932,5254237,-,protein_coding,uncharacterized protein
FGSG_06397,NC_026476.1,5255923,5256849,+,protein_coding,uncharacterized protein
FGSG_12915,NC_026476.1,5259901,5260269,+,protein_coding,uncharacterized protein
FGSG_06398,NC_026476.1,5262390,5264141,+,protein_coding,uncharacterized protein
FGSG_06399,NC_026476.1,5265316,5266074,+,protein_coding,uncharacterized protein
FGSG_06400,NC_026476.1,5267108,5269086,+,protein_coding,uncharacterized protein
FGSG_06401,NC_026476.1,5269434,5270372,-,protein_coding,uncharacterized protein
FGSG_06402,NC_026476.1,5271471,5272780,+,protein_coding,uncharacterized protein
FGSG_06403,NC_026476.1,5273154,5274602,-,protein_coding,uncharacterized protein
FGSG_06404,NC_026476.1,5275265,5276339,-,protein_coding,acyl-protein thioesterase 1
FGSG_06405,NC_026476.1,5277846,5279405,+,protein_coding,uncharacterized protein
FGSG_06406,NC_026476.1,5280175,5281010,-,protein_coding,uncharacterized protein
FGSG_06407,NC_026476.1,5281427,5282679,+,protein_coding,uncharacterized protein
FGSG_06408,NC_026476.1,5283691,5284813,+,protein_coding,uncharacterized protein
FGSG_06409,NC_026476.1,5284817,5286365,-,protein_coding,uncharacterized protein
FGSG_06410,NC_026476.1,5286367,5288119,+,protein_coding,uncharacterized protein
FGSG_06411,NC_026476.1,5288752,5289528,-,protein_coding,uncharacterized protein
FGSG_06412,NC_026476.1,5289797,5290394,+,protein_coding,uncharacterized protein
FGSG_06413,NC_026476.1,5292204,5292623,+,protein_coding,uncharacterized protein
FGSG_06414,NC_026476.1,5299169,5300533,+,protein_coding,uncharacterized protein
FGSG_06415,NC_026476.1,5304262,5306374,+,protein_coding,uncharacterized protein
FGSG_06416,NC_026476.1,5305309,5306842,-,protein_coding,uncharacterized protein
FGSG_06417,NC_026476.1,5307650,5313637,-,protein_coding,uncharacterized protein
FGSG_06418,NC_026476.1,5314957,5317198,-,protein_coding,uncharacterized protein
FGSG_06419,NC_026476.1,5320904,5321898,+,protein_coding,uncharacterized protein
FGSG_06420,NC_026476.1,5322186,5324558,-,protein_coding,uncharacterized protein
FGSG_06421,NC_026476.1,5326095,5328004,+,protein_coding,uncharacterized protein
FGSG_06422,NC_026476.1,5329182,5331800,+,protein_coding,uncharacterized protein
FGSG_06423,NC_026476.1,5332356,5334181,+,protein_coding,uncharacterized protein
FGSG_06424,NC_026476.1,5334328,5335551,-,protein_coding,uncharacterized protein
FGSG_06425,NC_026476.1,5336293,5337901,+,protein_coding,uncharacterized protein
FGSG_12916,NC_026476.1,5338148,5338753,-,protein_coding,uncharacterized protein
FGSG_12917,NC_026476.1,5339709,5341024,+,protein_coding,uncharacterized protein
FGSG_06426,NC_026476.1,5341248,5344447,-,protein_coding,uncharacterized protein
FGSG_06427,NC_026476.1,5345789,5347653,+,protein_coding,uncharacterized protein
FGSG_06428,NC_026476.1,5347874,5348320,-,protein_coding,uncharacterized protein
FGSG_13823,NC_026476.1,5353124,5355721,+,protein_coding,aconitate hydratase
FGSG_11238,NC_026476.1,5355858,5357645,-,protein_coding,uncharacterized protein
FGSG_13824,NC_026476.1,5358546,5361159,-,protein_coding,uncharacterized protein
FGSG_13825,NC_026476.1,5361367,5363718,-,protein_coding,uncharacterized protein
FGSG_11236,NC_026476.1,5364186,5366179,+,protein_coding,uncharacterized protein
FGSG_11235,NC_026476.1,5367104,5367613,-,protein_coding,uncharacterized protein
FGSG_11234,NC_026476.1,5371257,5374931,+,protein_coding,uncharacterized protein
FGSG_11233,NC_026476.1,5374891,5375436,-,protein_coding,uncharacterized protein
FGSG_11232,NC_026476.1,5377570,5378994,+,protein_coding,uncharacterized protein
FGSG_20755,NC_026476.1,5379472,5379553,-,tRNA,tRNA-Gly
FGSG_11231,NC_026476.1,5380096,5381308,+,protein_coding,uncharacterized protein
FGSG_20756,NC_026476.1,5381838,5381909,+,tRNA,tRNA-Thr
FGSG_11230,NC_026476.1,5382102,5382993,-,protein_coding,uncharacterized protein
FGSG_11229,NC_026476.1,5383370,5384124,-,protein_coding,uncharacterized protein
FGSG_11228,NC_026476.1,5387574,5389627,+,protein_coding,uncharacterized protein
FGSG_20757,NC_026476.1,5389898,5389970,+,tRNA,tRNA-Cys
FGSG_20758,NC_026476.1,5390471,5390542,+,tRNA,tRNA-Thr
FGSG_11227,NC_026476.1,5390796,5392241,-,protein_coding,uncharacterized protein
FGSG_11226,NC_026476.1,5392859,5393941,-,protein_coding,uncharacterized protein
FGSG_11225,NC_026476.1,5395046,5395441,-,protein_coding,uncharacterized protein
FGSG_11224,NC_026476.1,5396454,5399227,-,protein_coding,uncharacterized protein
FGSG_13826,NC_026476.1,5400393,5402549,-,protein_coding,uncharacterized protein
FGSG_13827,NC_026476.1,5403237,5404378,-,protein_coding,uncharacterized protein
FGSG_11222,NC_026476.1,5405285,5405716,+,protein_coding,uncharacterized protein
FGSG_13828,NC_026476.1,5405915,5407758,-,protein_coding,uncharacterized protein
FGSG_13829,NC_026476.1,5408034,5408950,-,protein_coding,uncharacterized protein
FGSG_13830,NC_026476.1,5409718,5411745,+,protein_coding,uncharacterized protein
FGSG_13831,NC_026476.1,5412135,5414372,+,protein_coding,uncharacterized protein
FGSG_13832,NC_026476.1,5414742,5415713,+,protein_coding,uncharacterized protein
FGSG_11219,NC_026476.1,5420918,5422653,+,protein_coding,uncharacterized protein
FGSG_20759,NC_026476.1,5422986,5423059,+,tRNA,tRNA-Val
FGSG_11218,NC_026476.1,5423757,5425436,-,protein_coding,uncharacterized protein
FGSG_11217,NC_026476.1,5426538,5427798,+,protein_coding,uncharacterized protein
FGSG_11216,NC_026476.1,5427971,5430546,-,protein_coding,uncharacterized protein
FGSG_11215,NC_026476.1,5431051,5432623,+,protein_coding,uncharacterized protein
FGSG_11214,NC_026476.1,5432811,5434234,-,protein_coding,uncharacterized protein
FGSG_11213,NC_026476.1,5435077,5436494,+,protein_coding,uncharacterized protein
FGSG_20760,NC_026476.1,5436633,5436704,-,tRNA,tRNA-Asp
FGSG_11212,NC_026476.1,5436959,5437913,-,protein_coding,uncharacterized protein
FGSG_11211,NC_026476.1,5441520,5442344,+,protein_coding,uncharacterized protein
FGSG_11210,NC_026476.1,5442723,5444743,-,protein_coding,uncharacterized protein
FGSG_13833,NC_026476.1,5445777,5446405,-,protein_coding,uncharacterized protein
FGSG_13834,NC_026476.1,5446829,5449129,-,protein_coding,uncharacterized protein
FGSG_13835,NC_026476.1,5451088,5451488,+,protein_coding,uncharacterized protein
FGSG_11208,NC_026476.1,5451582,5453887,-,protein_coding,uncharacterized protein
FGSG_11207,NC_026476.1,5454364,5458548,-,protein_coding,uncharacterized protein
FGSG_11206,NC_026476.1,5461298,5462929,+,protein_coding,uncharacterized protein
FGSG_11205,NC_026476.1,5463858,5464462,+,protein_coding,uncharacterized protein
FGSG_11204,NC_026476.1,5466242,5467240,+,protein_coding,uncharacterized protein
FGSG_11203,NC_026476.1,5467908,5469062,+,protein_coding,uncharacterized protein
FGSG_11202,NC_026476.1,5469227,5469954,-,protein_coding,uncharacterized protein
FGSG_11201,NC_026476.1,5471485,5472372,+,protein_coding,uncharacterized protein
FGSG_11200,NC_026476.1,5473416,5477198,+,protein_coding,uncharacterized protein
FGSG_13836,NC_026476.1,5478444,5478776,-,protein_coding,uncharacterized protein
FGSG_11198,NC_026476.1,5479962,5481240,-,protein_coding,uncharacterized protein
FGSG_13837,NC_026476.1,5481834,5483435,-,protein_coding,uncharacterized protein
FGSG_13838,NC_026476.1,5484561,5486479,-,protein_coding,uncharacterized protein
FGSG_11196,NC_026476.1,5487536,5488566,-,protein_coding,uncharacterized protein
FGSG_11195,NC_026476.1,5489871,5492120,+,protein_coding,uncharacterized protein
FGSG_13839,NC_026476.1,5492368,5494333,-,protein_coding,uncharacterized protein
FGSG_13840,NC_026476.1,5498398,5500200,-,protein_coding,uncharacterized protein
FGSG_11193,NC_026476.1,5500855,5501577,-,protein_coding,uncharacterized protein
FGSG_11192,NC_026476.1,5502219,5504266,+,protein_coding,uncharacterized protein
FGSG_11191,NC_026476.1,5504876,5505864,+,protein_coding,uncharacterized protein
FGSG_11190,NC_026476.1,5506166,5506675,-,protein_coding,guanyl-specific ribonuclease F1 precursor
FGSG_11189,NC_026476.1,5507213,5508009,+,protein_coding,uncharacterized protein
FGSG_11188,NC_026476.1,5508189,5510942,-,protein_coding,uncharacterized protein
FGSG_11187,NC_026476.1,5511291,5511884,-,protein_coding,uncharacterized protein
FGSG_11186,NC_026476.1,5513143,5514940,-,protein_coding,uncharacterized protein
FGSG_11185,NC_026476.1,5515347,5518806,-,protein_coding,uncharacterized protein
FGSG_11184,NC_026476.1,5519188,5520548,-,protein_coding,uncharacterized protein
FGSG_11183,NC_026476.1,5521519,5522556,-,protein_coding,uncharacterized protein
FGSG_13841,NC_026476.1,5524219,5524649,-,protein_coding,uncharacterized protein
FGSG_13842,NC_026476.1,5524865,5526124,-,protein_coding,uncharacterized protein
FGSG_11182,NC_026476.1,5526651,5528408,-,protein_coding,uncharacterized protein
FGSG_11181,NC_026476.1,5529063,5531713,+,protein_coding,uncharacterized protein
FGSG_11180,NC_026476.1,5531938,5532824,-,protein_coding,uncharacterized protein
FGSG_11179,NC_026476.1,5533222,5534319,+,protein_coding,uncharacterized protein
FGSG_11178,NC_026476.1,5534993,5536411,-,protein_coding,uncharacterized protein
FGSG_11177,NC_026476.1,5537213,5538673,-,protein_coding,uncharacterized protein
FGSG_11176,NC_026476.1,5539477,5542904,+,protein_coding,uncharacterized protein
FGSG_11175,NC_026476.1,5543173,5544440,-,protein_coding,uncharacterized protein
FGSG_11174,NC_026476.1,5545142,5546450,+,protein_coding,uncharacterized protein
FGSG_11173,NC_026476.1,5547241,5549293,-,protein_coding,uncharacterized protein
FGSG_11172,NC_026476.1,5549916,5550494,+,protein_coding,uncharacterized protein
FGSG_11171,NC_026476.1,5550699,5551831,-,protein_coding,uncharacterized protein
FGSG_20761,NC_026476.1,5553569,5553691,+,tRNA,tRNA-Ser
FGSG_20762,NC_026476.1,5554124,5554208,+,tRNA,tRNA-Tyr
FGSG_11170,NC_026476.1,5555079,5557604,+,protein_coding,uncharacterized protein
FGSG_11169,NC_026476.1,5557858,5559688,-,protein_coding,uncharacterized protein
FGSG_11168,NC_026476.1,5560287,5562197,-,protein_coding,uncharacterized protein
FGSG_13843,NC_026476.1,5562835,5563165,+,protein_coding,uncharacterized protein
FGSG_13844,NC_026476.1,5563342,5564322,-,protein_coding,uncharacterized protein
FGSG_11167,NC_026476.1,5564704,5565417,+,protein_coding,uncharacterized protein
FGSG_11166,NC_026476.1,5566269,5567471,-,protein_coding,uncharacterized protein
FGSG_11165,NC_026476.1,5568242,5569822,+,protein_coding,uncharacterized protein
FGSG_11164,NC_026476.1,5571632,5572630,+,protein_coding,trypsin precursor
FGSG_11163,NC_026476.1,5574910,5576086,+,protein_coding,pectate lyase precursor
FGSG_11162,NC_026476.1,5576674,5577498,+,protein_coding,uncharacterized protein
FGSG_11161,NC_026476.1,5577796,5579445,-,protein_coding,uncharacterized protein
FGSG_20763,NC_026476.1,5580615,5580686,+,tRNA,tRNA-Arg
FGSG_11160,NC_026476.1,5580943,5582481,-,protein_coding,uncharacterized protein
FGSG_20764,NC_026476.1,5583552,5583634,+,tRNA,tRNA-Glu
FGSG_20765,NC_026476.1,5584010,5584095,-,tRNA,tRNA-Ala
FGSG_11159,NC_026476.1,5584643,5585325,+,protein_coding,uncharacterized protein
FGSG_13845,NC_026476.1,5585773,5586234,+,protein_coding,uncharacterized protein
FGSG_11158,NC_026476.1,5587145,5588909,+,protein_coding,uncharacterized protein
FGSG_11157,NC_026476.1,5589610,5591082,+,protein_coding,uncharacterized protein
FGSG_11156,NC_026476.1,5591400,5592455,+,protein_coding,uncharacterized protein
FGSG_11155,NC_026476.1,5592935,5594487,+,protein_coding,uncharacterized protein
FGSG_11154,NC_026476.1,5595049,5595825,+,protein_coding,uncharacterized protein
FGSG_11153,NC_026476.1,5596263,5597226,-,protein_coding,uncharacterized protein
FGSG_20766,NC_026476.1,5598496,5598588,-,tRNA,tRNA-Phe
FGSG_13846,NC_026476.1,5598722,5599070,-,protein_coding,uncharacterized protein
FGSG_11152,NC_026476.1,5599318,5600496,-,protein_coding,uncharacterized protein
FGSG_11151,NC_026476.1,5601170,5602694,-,protein_coding,uncharacterized protein
FGSG_11150,NC_026476.1,5603822,5605502,-,protein_coding,uncharacterized protein
FGSG_11149,NC_026476.1,5606581,5607868,-,protein_coding,uncharacterized protein
FGSG_11148,NC_026476.1,5608372,5609487,+,protein_coding,uncharacterized protein
FGSG_11147,NC_026476.1,5614156,5615970,+,protein_coding,uncharacterized protein
FGSG_11146,NC_026476.1,5616221,5620830,-,protein_coding,uncharacterized protein
FGSG_11145,NC_026476.1,5622923,5623970,-,protein_coding,uncharacterized protein
FGSG_13847,NC_026476.1,5625199,5626120,-,protein_coding,uncharacterized protein
FGSG_13848,NC_026476.1,5626853,5627484,-,protein_coding,uncharacterized protein
FGSG_13849,NC_026476.1,5629864,5630245,+,protein_coding,uncharacterized protein
FGSG_11143,NC_026476.1,5630472,5632460,-,protein_coding,uncharacterized protein
FGSG_11142,NC_026476.1,5633015,5634185,-,protein_coding,uncharacterized protein
FGSG_20767,NC_026476.1,5634558,5634629,+,tRNA,tRNA-Ala
FGSG_11141,NC_026476.1,5634766,5636100,-,protein_coding,uncharacterized protein
FGSG_11140,NC_026476.1,5636533,5638230,-,protein_coding,uncharacterized protein
FGSG_11139,NC_026476.1,5638729,5640291,+,protein_coding,uncharacterized protein
FGSG_11138,NC_026476.1,5640721,5642556,+,protein_coding,uncharacterized protein
FGSG_11137,NC_026476.1,5642623,5643582,-,protein_coding,uncharacterized protein
FGSG_11136,NC_026476.1,5644785,5646139,+,protein_coding,uncharacterized protein
FGSG_11135,NC_026476.1,5646207,5646816,-,protein_coding,uncharacterized protein
FGSG_11134,NC_026476.1,5649143,5649772,+,protein_coding,uncharacterized protein
FGSG_13850,NC_026476.1,5650567,5651160,+,protein_coding,uncharacterized protein
FGSG_13851,NC_026476.1,5651490,5652640,+,protein_coding,uncharacterized protein
FGSG_11132,NC_026476.1,5653220,5654007,+,protein_coding,cyanamide hydratase
FGSG_11131,NC_026476.1,5654152,5655262,-,protein_coding,uncharacterized protein
FGSG_11130,NC_026476.1,5656308,5658896,-,protein_coding,uncharacterized protein
FGSG_11129,NC_026476.1,5661163,5662440,-,protein_coding,uncharacterized protein
FGSG_11128,NC_026476.1,5663155,5664618,-,protein_coding,uncharacterized protein
FGSG_11127,NC_026476.1,5665855,5668244,+,protein_coding,uncharacterized protein
FGSG_11126,NC_026476.1,5668722,5669117,-,protein_coding,uncharacterized protein
FGSG_20768,NC_026476.1,5669709,5669807,-,tRNA,tRNA-Ser
FGSG_11125,NC_026476.1,5670653,5672318,+,protein_coding,uncharacterized protein
FGSG_11124,NC_026476.1,5672641,5674451,+,protein_coding,uncharacterized protein
FGSG_11123,NC_026476.1,5674540,5675880,-,protein_coding,uncharacterized protein
FGSG_11122,NC_026476.1,5676303,5677888,+,protein_coding,uncharacterized protein
FGSG_11121,NC_026476.1,5678310,5678930,-,protein_coding,uncharacterized protein
FGSG_11120,NC_026476.1,5679763,5680396,-,protein_coding,uncharacterized protein
FGSG_11119,NC_026476.1,5680661,5683683,+,protein_coding,uncharacterized protein
FGSG_11118,NC_026476.1,5683970,5685962,-,protein_coding,uncharacterized protein
FGSG_13852,NC_026476.1,5688502,5689082,-,protein_coding,uncharacterized protein
FGSG_13853,NC_026476.1,5689719,5690192,-,protein_coding,uncharacterized protein
FGSG_13854,NC_026476.1,5690859,5692297,-,protein_coding,uncharacterized protein
FGSG_13855,NC_026476.1,5693248,5694489,+,protein_coding,uncharacterized protein
FGSG_11116,NC_026476.1,5695129,5695887,-,protein_coding,uncharacterized protein
FGSG_11115,NC_026476.1,5700203,5703014,-,protein_coding,uncharacterized protein
FGSG_11114,NC_026476.1,5703313,5704195,-,protein_coding,uncharacterized protein
FGSG_11113,NC_026476.1,5705082,5706846,+,protein_coding,uncharacterized protein
FGSG_20769,NC_026476.1,5707350,5707423,+,tRNA,tRNA-Val
FGSG_11112,NC_026476.1,5707580,5708669,-,protein_coding,uncharacterized protein
FGSG_11111,NC_026476.1,5709062,5710813,-,protein_coding,uncharacterized protein
FGSG_11110,NC_026476.1,5712467,5713777,+,protein_coding,uncharacterized protein
FGSG_13856,NC_026476.1,5714141,5714796,+,protein_coding,uncharacterized protein
FGSG_13857,NC_026476.1,5715154,5715659,+,protein_coding,uncharacterized protein
FGSG_11108,NC_026476.1,5715843,5717399,-,protein_coding,uncharacterized protein
FGSG_11107,NC_026476.1,5717945,5719351,+,protein_coding,uncharacterized protein
FGSG_13858,NC_026476.1,5720314,5720761,-,protein_coding,uncharacterized protein
FGSG_11106,NC_026476.1,5721343,5722468,-,protein_coding,uncharacterized protein
FGSG_11105,NC_026476.1,5723317,5725557,-,protein_coding,uncharacterized protein
FGSG_11104,NC_026476.1,5726004,5727072,+,protein_coding,uncharacterized protein
FGSG_11103,NC_026476.1,5728063,5729567,+,protein_coding,uncharacterized protein
FGSG_11102,NC_026476.1,5729764,5730419,-,protein_coding,uncharacterized protein
FGSG_11101,NC_026476.1,5731400,5733081,-,protein_coding,uncharacterized protein
FGSG_11100,NC_026476.1,5734477,5735987,-,protein_coding,uncharacterized protein
FGSG_11099,NC_026476.1,5737191,5740614,-,protein_coding,uncharacterized protein
FGSG_11098,NC_026476.1,5743269,5745096,+,protein_coding,uncharacterized protein
FGSG_11097,NC_026476.1,5747259,5750281,+,protein_coding,uncharacterized protein
FGSG_20770,NC_026476.1,5751208,5751311,+,tRNA,tRNA-Leu
FGSG_20771,NC_026476.1,5751873,5751944,+,tRNA,tRNA-Thr
FGSG_20772,NC_026476.1,5752245,5752362,+,tRNA,tRNA-Met
FGSG_11096,NC_026476.1,5753875,5754357,-,protein_coding,uncharacterized protein
FGSG_20773,NC_026476.1,5754687,5754768,+,tRNA,tRNA-Ser
FGSG_11095,NC_026476.1,5757057,5758172,+,protein_coding,uncharacterized protein
FGSG_20774,NC_026476.1,5758374,5758445,-,tRNA,tRNA-Asp
FGSG_11094,NC_026476.1,5758799,5759657,-,protein_coding,uncharacterized protein
FGSG_11093,NC_026476.1,5760665,5762755,-,protein_coding,uncharacterized protein
FGSG_11092,NC_026476.1,5763150,5764900,+,protein_coding,uncharacterized protein
FGSG_20775,NC_026476.1,5765078,5765177,-,tRNA,tRNA-Leu
FGSG_11091,NC_026476.1,5765798,5766854,+,protein_coding,uncharacterized protein
FGSG_11090,NC_026476.1,5767377,5768503,+,protein_coding,uncharacterized protein
FGSG_11089,NC_026476.1,5768847,5769671,+,protein_coding,uncharacterized protein
FGSG_11088,NC_026476.1,5770511,5772401,-,protein_coding,uncharacterized protein
FGSG_11087,NC_026476.1,5774478,5776165,-,protein_coding,uncharacterized protein
FGSG_11086,NC_026476.1,5777361,5778335,+,protein_coding,uncharacterized protein
FGSG_11085,NC_026476.1,5779574,5780860,-,protein_coding,uncharacterized protein
FGSG_11084,NC_026476.1,5781606,5783355,-,protein_coding,uncharacterized protein
FGSG_11083,NC_026476.1,5784788,5786161,+,protein_coding,uncharacterized protein
FGSG_11082,NC_026476.1,5786274,5787166,-,protein_coding,uncharacterized protein
FGSG_11081,NC_026476.1,5787850,5789254,-,protein_coding,uncharacterized protein
FGSG_11080,NC_026476.1,5789823,5791054,-,protein_coding,uncharacterized protein
FGSG_11079,NC_026476.1,5791930,5793838,+,protein_coding,uncharacterized protein
FGSG_11078,NC_026476.1,5793861,5794839,-,protein_coding,uncharacterized protein
FGSG_11077,NC_026476.1,5795162,5795761,-,protein_coding,uncharacterized protein
FGSG_11076,NC_026476.1,5796836,5798198,+,protein_coding,uncharacterized protein
FGSG_13859,NC_026476.1,5798465,5801626,-,protein_coding,uncharacterized protein
FGSG_13860,NC_026476.1,5802416,5804138,-,protein_coding,uncharacterized protein
FGSG_11074,NC_026476.1,5804574,5806164,-,protein_coding,uncharacterized protein
FGSG_11073,NC_026476.1,5807369,5808565,+,protein_coding,uncharacterized protein
FGSG_11072,NC_026476.1,5808869,5809822,+,protein_coding,uncharacterized protein
