XM_011317260.1	FGSG_11579
XM_011328754.1	FGSG_07310
XM_011328755.1	FGSG_13116
XM_011328756.1	FGSG_13117
XM_011328757.1	FGSG_13118
XM_011328758.1	FGSG_07312
XM_011328759.1	FGSG_07313
XM_011328760.1	FGSG_07314
unassigned_transcript_263	FGSG_20668
XM_011328761.1	FGSG_07315
XM_011328762.1	FGSG_07316
XM_011328763.1	FGSG_07317
XM_011328764.1	FGSG_07318
XM_011328765.1	FGSG_07319
unassigned_transcript_264	FGSG_20669
XM_011328766.1	FGSG_07320
XM_011328767.1	FGSG_07321
XM_011328768.1	FGSG_07322
XM_011328769.1	FGSG_07323
XM_011328770.1	FGSG_13119
XM_011328771.1	FGSG_13120
XM_011328772.1	FGSG_07325
XM_011328773.1	FGSG_07326
XM_011328774.1	FGSG_07327
XM_011328775.1	FGSG_07328
XM_011328776.1	FGSG_13121
XM_011328777.1	FGSG_07329
XM_011328778.1	FGSG_07330
XM_011328779.1	FGSG_07331
XM_011328780.1	FGSG_07332
XM_011328781.1	FGSG_13122
XM_011328782.1	FGSG_07333
XM_011328783.1	FGSG_07334
XM_011328784.1	FGSG_07335
XM_011328785.1	FGSG_07336
XM_011328786.1	FGSG_07337
XM_011328787.1	FGSG_07338
XM_011328788.1	FGSG_07339
XM_011328789.1	FGSG_13123
XM_011328790.1	FGSG_13124
XM_011328791.1	FGSG_13125
XM_011328792.1	FGSG_07340
XM_011328793.1	FGSG_13126
XM_011328794.1	FGSG_13127
XM_011328795.1	FGSG_13128
XM_011328796.1	FGSG_07342
XM_011328797.1	FGSG_13129
XM_011328798.1	FGSG_13130
XM_011328799.1	FGSG_07344
XM_011328800.1	FGSG_13131
XM_011328801.1	FGSG_13132
XM_011328802.1	FGSG_07346
XM_011328803.1	FGSG_13133
XM_011328804.1	FGSG_07347
XM_011328805.1	FGSG_07348
XM_011328806.1	FGSG_07349
XM_011328807.1	FGSG_13134
XM_011328808.1	FGSG_13135
XM_011328809.1	FGSG_07350
XM_011328810.1	FGSG_07351
XM_011328811.1	FGSG_07352
XM_011328812.1	FGSG_07353
XM_011328813.1	FGSG_07354
XM_011328814.1	FGSG_07355
XM_011328815.1	FGSG_07356
XM_011328816.1	FGSG_07357
unassigned_transcript_265	FGSG_20670
XM_011328817.1	FGSG_07358
XM_011328818.1	FGSG_07359
XM_011328819.1	FGSG_07360
XM_011328820.1	FGSG_13136
XM_011328821.1	FGSG_13137
XM_011328822.1	FGSG_07362
XM_011328823.1	FGSG_07363
XM_011328824.1	FGSG_07364
XM_011328825.1	FGSG_07365
XM_011328826.1	FGSG_07366
unassigned_transcript_266	FGSG_20671
XM_011328827.1	FGSG_13138
XM_011328828.1	FGSG_07367
XM_011328829.1	FGSG_07368
XM_011328830.1	FGSG_07369
XM_011328831.1	FGSG_07370
XM_011328832.1	FGSG_07371
XM_011328833.1	FGSG_07372
XM_011328834.1	FGSG_07373
XM_011328835.1	FGSG_13139
XM_011328836.1	FGSG_13140
XM_011328837.1	FGSG_07374
XM_011328838.1	FGSG_07375
XM_011328839.1	FGSG_07376
XM_011328840.1	FGSG_07377
XM_011328841.1	FGSG_07378
XM_011328842.1	FGSG_07379
XM_011328843.1	FGSG_07380
XM_011328844.1	FGSG_07381
XM_011328845.1	FGSG_07382
XM_011328846.1	FGSG_07383
XM_011328847.1	FGSG_07384
XR_893039.1	FGSG_20038
XM_011328848.1	FGSG_13141
XM_011328849.1	FGSG_13142
XM_011328850.1	FGSG_07386
unassigned_transcript_267	FGSG_20672
unassigned_transcript_268	FGSG_20673
XM_011328851.1	FGSG_07387
XM_011328852.1	FGSG_07388
XM_011328853.1	FGSG_07389
XM_011328854.1	FGSG_13143
XM_011328855.1	FGSG_07390
XM_011328856.1	FGSG_07391
XM_011328857.1	FGSG_07392
XM_011328858.1	FGSG_07393
XM_011328859.1	FGSG_07394
XM_011328860.1	FGSG_07395
XM_011328861.1	FGSG_07396
XM_011328862.1	FGSG_07397
XM_011328863.1	FGSG_07398
XM_011328864.1	FGSG_13144
XR_893040.1	FGSG_20039
XM_011328865.1	FGSG_07399
XM_011328866.1	FGSG_07400
XM_011328867.1	FGSG_07401
XM_011328868.1	FGSG_07402
XM_011328869.1	FGSG_07403
XM_011328870.1	FGSG_13145
XM_011328871.1	FGSG_07404
XM_011328872.1	FGSG_07405
XM_011328873.1	FGSG_07406
XM_011328874.1	FGSG_07407
XM_011328875.1	FGSG_07408
XM_011328876.1	FGSG_07409
XM_011328877.1	FGSG_07410
XM_011328878.1	FGSG_07411
XM_011328879.1	FGSG_07412
XM_011328880.1	FGSG_07413
XM_011328881.1	FGSG_07414
XM_011328882.1	FGSG_13146
XM_011328883.1	FGSG_07415
XM_011328884.1	FGSG_07416
XM_011328885.1	FGSG_07417
XM_011328886.1	FGSG_07418
XM_011328887.1	FGSG_07419
XM_011328888.1	FGSG_07420
XM_011328889.1	FGSG_07421
XM_011328890.1	FGSG_07422
XM_011328891.1	FGSG_07423
XM_011328892.1	FGSG_07424
XM_011328893.1	FGSG_07425
XM_011328894.1	FGSG_07426
XM_011328895.1	FGSG_07427
XM_011328896.1	FGSG_07428
XM_011328897.1	FGSG_07429
XM_011328898.1	FGSG_13147
XM_011328899.1	FGSG_13148
XM_011328900.1	FGSG_07430
XM_011328901.1	FGSG_07431
XM_011328902.1	FGSG_07432
XM_011328903.1	FGSG_07433
XM_011328904.1	FGSG_13149
XM_011328905.1	FGSG_07435
XM_011328906.1	FGSG_07436
XM_011328907.1	FGSG_07437
XM_011328908.1	FGSG_07438
XM_011328909.1	FGSG_07439
XM_011328910.1	FGSG_07440
XM_011328911.1	FGSG_07441
XM_011328912.1	FGSG_07442
XM_011328913.1	FGSG_07443
XM_011328914.1	FGSG_07444
XM_011328915.1	FGSG_07445
XM_011328916.1	FGSG_07446
XM_011328917.1	FGSG_07447
XM_011328918.1	FGSG_07448
XM_011328919.1	FGSG_07449
XM_011328920.1	FGSG_07450
XM_011328921.1	FGSG_07451
XM_011328922.1	FGSG_07452
XM_011328923.1	FGSG_07453
XM_011328924.1	FGSG_07454
XM_011328925.1	FGSG_07455
XM_011328926.1	FGSG_07456
XM_011328927.1	FGSG_07457
XM_011328928.1	FGSG_07458
XM_011328929.1	FGSG_07459
XM_011328930.1	FGSG_07460
XM_011328931.1	FGSG_13150
XM_011328932.1	FGSG_13151
XM_011328933.1	FGSG_07462
XM_011328934.1	FGSG_07463
XM_011328935.1	FGSG_07464
XM_011328936.1	FGSG_07465
XM_011328937.1	FGSG_07466
XM_011328938.1	FGSG_07467
XM_011328939.1	FGSG_07468
XM_011328940.1	FGSG_07469
XM_011328941.1	FGSG_07470
XM_011328942.1	FGSG_07471
XM_011328943.1	FGSG_07472
XM_011328944.1	FGSG_07473
XM_011328945.1	FGSG_07474
XM_011328946.1	FGSG_07475
XM_011328947.1	FGSG_07476
XM_011328948.1	FGSG_07477
XM_011328949.1	FGSG_07478
XM_011328950.1	FGSG_07479
XM_011328951.1	FGSG_07480
XM_011328952.1	FGSG_13152
XM_011328953.1	FGSG_13153
XM_011328954.1	FGSG_13154
XM_011328955.1	FGSG_13155
XM_011328956.1	FGSG_07482
XM_011328957.1	FGSG_07483
XM_011328958.1	FGSG_07484
XM_011328959.1	FGSG_07485
XM_011328960.1	FGSG_13156
XM_011328961.1	FGSG_07488
XM_011328962.1	FGSG_07489
XM_011328963.1	FGSG_07490
XM_011328964.1	FGSG_07491
XM_011328965.1	FGSG_07492
XM_011328966.1	FGSG_07493
XM_011328967.1	FGSG_07494
XM_011328968.1	FGSG_13157
XM_011328969.1	FGSG_07495
XM_011328970.1	FGSG_07496
XM_011328971.1	FGSG_07497
XM_011328972.1	FGSG_07498
XM_011328973.1	FGSG_07499
XM_011328974.1	FGSG_07500
XR_893041.1	FGSG_20040
XM_011328975.1	FGSG_07501
XM_011328976.1	FGSG_07502
XM_011328977.1	FGSG_07503
XM_011328978.1	FGSG_07504
XM_011328979.1	FGSG_07505
XM_011328980.1	FGSG_13158
XM_011328981.1	FGSG_07507
XM_011328982.1	FGSG_07508
XM_011328983.1	FGSG_07509
XM_011328984.1	FGSG_07510
XM_011328985.1	FGSG_07511
XM_011328986.1	FGSG_07512
XM_011328987.1	FGSG_07513
XM_011328988.1	FGSG_07514
XM_011328989.1	FGSG_07515
unassigned_transcript_269	FGSG_20674
XM_011328990.1	FGSG_07516
XM_011328991.1	FGSG_07517
XM_011328992.1	FGSG_07518
XM_011328993.1	FGSG_07519
XM_011328994.1	FGSG_07520
XM_011328995.1	FGSG_07521
XM_011328996.1	FGSG_07522
XM_011328997.1	FGSG_07523
XM_011328998.1	FGSG_07524
XM_011328999.1	FGSG_07525
XM_011329000.1	FGSG_07526
XM_011329001.1	FGSG_07527
XM_011329002.1	FGSG_07528
XM_011329003.1	FGSG_07529
XM_011329004.1	FGSG_07530
XR_893042.1	FGSG_20041
XM_011329005.1	FGSG_07531
XM_011329006.1	FGSG_07532
XM_011329007.1	FGSG_07533
XM_011329008.1	FGSG_13159
XM_011329009.1	FGSG_07534
XM_011329010.1	FGSG_07535
XM_011329011.1	FGSG_07536
unassigned_transcript_270	FGSG_20675
XM_011329012.1	FGSG_07537
XM_011329013.1	FGSG_07538
XM_011329014.1	FGSG_13160
XM_011329015.1	FGSG_07539
XM_011329016.1	FGSG_07540
XM_011329017.1	FGSG_07541
XM_011329018.1	FGSG_07542
XM_011329019.1	FGSG_07543
XM_011329020.1	FGSG_07544
XM_011329021.1	FGSG_07545
XM_011329022.1	FGSG_07546
XM_011329023.1	FGSG_07547
XM_011329024.1	FGSG_13161
XM_011329025.1	FGSG_13162
XM_011329026.1	FGSG_07549
XM_011329027.1	FGSG_07550
XM_011329028.1	FGSG_07551
XM_011329029.1	FGSG_07552
XM_011329030.1	FGSG_07553
XM_011329031.1	FGSG_07554
XM_011329032.1	FGSG_07555
XM_011329033.1	FGSG_07556
XM_011329034.1	FGSG_07557
XM_011329035.1	FGSG_07558
XM_011329036.1	FGSG_07559
XM_011329037.1	FGSG_07560
XM_011329038.1	FGSG_07561
XM_011329039.1	FGSG_07562
XM_011329040.1	FGSG_13163
XM_011329041.1	FGSG_13164
XM_011329042.1	FGSG_07564
unassigned_transcript_271	FGSG_20676
XM_011329043.1	FGSG_07565
XM_011329044.1	FGSG_07566
XM_011329045.1	FGSG_07567
XM_011329046.1	FGSG_07568
XM_011329047.1	FGSG_07569
XM_011329048.1	FGSG_07570
XM_011329049.1	FGSG_07571
XM_011329050.1	FGSG_07572
XM_011329051.1	FGSG_07573
XM_011329052.1	FGSG_07574
XM_011329053.1	FGSG_07575
XM_011329054.1	FGSG_07576
XM_011329055.1	FGSG_07577
XM_011329056.1	FGSG_07578
XM_011329057.1	FGSG_07579
XM_011329058.1	FGSG_07580
XM_011329059.1	FGSG_13165
XM_011329060.1	FGSG_07581
XM_011329061.1	FGSG_07582
XM_011329062.1	FGSG_07583
XM_011329063.1	FGSG_07584
XM_011329064.1	FGSG_07585
XM_011329065.1	FGSG_13166
XM_011329066.1	FGSG_13167
XM_011329067.1	FGSG_07587
XM_011329068.1	FGSG_07588
XM_011329069.1	FGSG_07589
XM_011329070.1	FGSG_07590
XM_011329071.1	FGSG_07591
XM_011329072.1	FGSG_07592
XM_011329073.1	FGSG_07593
XM_011329074.1	FGSG_07594
XM_011329075.1	FGSG_13168
XM_011329076.1	FGSG_07595
XM_011329077.1	FGSG_07596
XM_011329078.1	FGSG_07597
XM_011329079.1	FGSG_07598
unassigned_transcript_272	FGSG_20677
XM_011329080.1	FGSG_07599
XM_011329081.1	FGSG_07600
XM_011329082.1	FGSG_07601
XM_011329083.1	FGSG_07602
XM_011329084.1	FGSG_07603
XM_011329085.1	FGSG_07604
XM_011329086.1	FGSG_07605
XM_011329087.1	FGSG_07606
XM_011329088.1	FGSG_13169
XM_011329089.1	FGSG_13170
XM_011329090.1	FGSG_13171
XM_011329091.1	FGSG_07608
XM_011329092.1	FGSG_07609
XM_011329093.1	FGSG_07610
XM_011329094.1	FGSG_07611
XM_011329095.1	FGSG_07612
XM_011329096.1	FGSG_07613
XM_011329097.1	FGSG_07614
XM_011329098.1	FGSG_07615
XM_011329099.1	FGSG_07616
XM_011329100.1	FGSG_07617
XM_011329101.1	FGSG_13172
XM_011329102.1	FGSG_13173
XM_011329103.1	FGSG_07619
XM_011329104.1	FGSG_07620
XM_011329105.1	FGSG_07621
XM_011329106.1	FGSG_07622
XM_011329107.1	FGSG_07623
XM_011329108.1	FGSG_07624
XM_011329109.1	FGSG_07625
XM_011329110.1	FGSG_07626
XM_011329111.1	FGSG_13174
XM_011329112.1	FGSG_07627
XM_011329113.1	FGSG_07628
XM_011329114.1	FGSG_07629
XM_011329115.1	FGSG_07630
XM_011329116.1	FGSG_07631
XM_011329117.1	FGSG_07632
XM_011329118.1	FGSG_07633
XM_011329119.1	FGSG_07634
XM_011329120.1	FGSG_07635
XM_011329121.1	FGSG_07636
XM_011329122.1	FGSG_07637
XM_011329123.1	FGSG_07638
XM_011329124.1	FGSG_07639
XM_011329125.1	FGSG_07640
XM_011329126.1	FGSG_07641
XM_011329127.1	FGSG_07642
XM_011329128.1	FGSG_07643
XM_011329129.1	FGSG_07644
XM_011329130.1	FGSG_07645
XM_011329131.1	FGSG_07646
XM_011329132.1	FGSG_07647
XM_011329133.1	FGSG_07648
XM_011329134.1	FGSG_07649
XM_011329135.1	FGSG_07650
XM_011329136.1	FGSG_07651
XM_011329137.1	FGSG_13175
XM_011329138.1	FGSG_07652
XM_011329139.1	FGSG_07653
XM_011329140.1	FGSG_13176
XM_011329141.1	FGSG_13177
XM_011329142.1	FGSG_13178
XM_011329143.1	FGSG_07655
XM_011329144.1	FGSG_07656
XM_011329145.1	FGSG_07657
XM_011329146.1	FGSG_13179
XM_011329147.1	FGSG_07658
XM_011329148.1	FGSG_07659
XM_011329149.1	FGSG_07660
XM_011329150.1	FGSG_07661
XM_011329151.1	FGSG_07662
XM_011329152.1	FGSG_07663
XM_011329153.1	FGSG_07664
XM_011329154.1	FGSG_07665
XM_011329155.1	FGSG_07666
XM_011329156.1	FGSG_13180
XM_011329157.1	FGSG_07667
XM_011329158.1	FGSG_07668
XM_011329159.1	FGSG_07669
XM_011329160.1	FGSG_07670
XM_011329161.1	FGSG_07671
XM_011329162.1	FGSG_07672
XM_011329163.1	FGSG_07673
XM_011329164.1	FGSG_07674
XM_011329165.1	FGSG_13181
XM_011329166.1	FGSG_13182
XM_011329167.1	FGSG_13183
XM_011329168.1	FGSG_07676
XM_011329169.1	FGSG_13184
XM_011329170.1	FGSG_13185
XM_011329171.1	FGSG_07678
XM_011329172.1	FGSG_07679
unassigned_transcript_273	FGSG_20678
XM_011329173.1	FGSG_07680
XM_011329174.1	FGSG_13186
XM_011329175.1	FGSG_13187
XM_011329176.1	FGSG_07682
XM_011329177.1	FGSG_07683
XM_011329178.1	FGSG_07684
XM_011329179.1	FGSG_07685
unassigned_transcript_274	FGSG_20679
XM_011329180.1	FGSG_07686
XM_011329181.1	FGSG_07687
XM_011329182.1	FGSG_07688
XM_011329183.1	FGSG_07689
XM_011329184.1	FGSG_07690
XM_011329185.1	FGSG_07691
XM_011329186.1	FGSG_07692
XM_011329187.1	FGSG_07693
XM_011329188.1	FGSG_13188
XM_011329189.1	FGSG_13189
XM_011329190.1	FGSG_07695
XM_011329191.1	FGSG_07696
XM_011329192.1	FGSG_13190
XM_011329193.1	FGSG_13191
XM_011329194.1	FGSG_07698
XM_011329195.1	FGSG_07699
unassigned_transcript_275	FGSG_20680
XM_011329196.1	FGSG_13192
XM_011329197.1	FGSG_07700
XM_011329198.1	FGSG_07701
XM_011329199.1	FGSG_07702
XM_011329200.1	FGSG_13193
XM_011329201.1	FGSG_13194
XM_011329202.1	FGSG_07704
XM_011329203.1	FGSG_07705
XM_011329204.1	FGSG_13195
XM_011329205.1	FGSG_13196
XM_011329206.1	FGSG_07707
XM_011329207.1	FGSG_07708
XM_011329208.1	FGSG_07709
XM_011329209.1	FGSG_07710
unassigned_transcript_276	FGSG_20681
unassigned_transcript_277	FGSG_20682
XM_011329210.1	FGSG_07711
XM_011329211.1	FGSG_13197
XM_011329212.1	FGSG_13198
XM_011329213.1	FGSG_07713
XM_011329214.1	FGSG_07714
XM_011329215.1	FGSG_07715
XM_011329216.1	FGSG_07716
XM_011329217.1	FGSG_07717
XM_011329218.1	FGSG_13199
XM_011329219.1	FGSG_07718
XM_011329220.1	FGSG_07719
XM_011329221.1	FGSG_07720
XM_011329222.1	FGSG_07721
XM_011329223.1	FGSG_07722
XM_011329224.1	FGSG_07723
XM_011329225.1	FGSG_07724
XM_011329226.1	FGSG_07725
XM_011329227.1	FGSG_13200
XM_011329228.1	FGSG_07726
XM_011329229.1	FGSG_13201
XM_011329230.1	FGSG_13202
XM_011329231.1	FGSG_07728
XM_011329232.1	FGSG_13203
XM_011329233.1	FGSG_07729
XM_011329234.1	FGSG_07730
XM_011329235.1	FGSG_13204
XM_011329236.1	FGSG_07731
XM_011329237.1	FGSG_13205
XM_011329238.1	FGSG_13206
XM_011329239.1	FGSG_13207
XM_011329240.1	FGSG_13208
XM_011329241.1	FGSG_07734
XM_011329242.1	FGSG_07735
XM_011329243.1	FGSG_07736
XM_011329244.1	FGSG_07737
XM_011329245.1	FGSG_07738
XM_011329246.1	FGSG_07739
XM_011329247.1	FGSG_13209
XM_011329248.1	FGSG_13210
XM_011329249.1	FGSG_13211
XM_011329250.1	FGSG_07741
XM_011329251.1	FGSG_07742
XM_011329252.1	FGSG_07743
XM_011329253.1	FGSG_07744
XM_011329254.1	FGSG_07745
XM_011329255.1	FGSG_07746
XM_011329256.1	FGSG_07747
XM_011329257.1	FGSG_07748
XM_011329258.1	FGSG_13212
XM_011329259.1	FGSG_13213
XM_011329260.1	FGSG_07750
XM_011329261.1	FGSG_07751
XM_011329262.1	FGSG_07752
XM_011329263.1	FGSG_13214
XM_011329264.1	FGSG_07753
XM_011329265.1	FGSG_07754
XM_011329266.1	FGSG_07755
XM_011329267.1	FGSG_13215
XM_011329268.1	FGSG_07756
XM_011329269.1	FGSG_07757
XM_011329270.1	FGSG_07758
XM_011329271.1	FGSG_07759
XM_011329272.1	FGSG_07760
unassigned_transcript_278	FGSG_20683
XM_011329273.1	FGSG_07761
XM_011329274.1	FGSG_07762
XM_011329275.1	FGSG_07763
XM_011329276.1	FGSG_13216
XM_011329277.1	FGSG_07764
XM_011329278.1	FGSG_07765
XM_011329279.1	FGSG_07766
XM_011329280.1	FGSG_07767
XM_011329281.1	FGSG_07768
XM_011329282.1	FGSG_07769
XM_011329283.1	FGSG_07770
XM_011329284.1	FGSG_07771
XM_011329285.1	FGSG_07772
XM_011329286.1	FGSG_13217
XM_011329287.1	FGSG_07773
unassigned_transcript_279	FGSG_20684
unassigned_transcript_280	FGSG_20685
XM_011329288.1	FGSG_13218
XM_011329289.1	FGSG_07774
XM_011329290.1	FGSG_07775
XM_011329291.1	FGSG_07776
XM_011329292.1	FGSG_07777
XM_011329293.1	FGSG_07778
XM_011329294.1	FGSG_13219
XM_011329295.1	FGSG_13220
XM_011329296.1	FGSG_07780
XM_011329297.1	FGSG_07781
XM_011329298.1	FGSG_07782
XM_011329299.1	FGSG_07783
XM_011329300.1	FGSG_07784
XM_011329301.1	FGSG_07785
XM_011329302.1	FGSG_07786
XM_011329303.1	FGSG_07787
XM_011329304.1	FGSG_07788
XM_011329305.1	FGSG_07789
XM_011329306.1	FGSG_07790
XM_011329307.1	FGSG_07791
XM_011329308.1	FGSG_07792
XM_011329309.1	FGSG_07793
XM_011329310.1	FGSG_13221
XM_011329311.1	FGSG_07794
XM_011329312.1	FGSG_07795
XM_011329313.1	FGSG_07796
XM_011329314.1	FGSG_07797
XM_011329315.1	FGSG_07798
XM_011329316.1	FGSG_13222
XM_011329317.1	FGSG_13223
XM_011329318.1	FGSG_07800
XM_011329319.1	FGSG_07801
XM_011329320.1	FGSG_07802
XM_011329321.1	FGSG_07803
XM_011329322.1	FGSG_07804
XM_011329323.1	FGSG_07805
XM_011329324.1	FGSG_13224
XM_011329325.1	FGSG_13225
XM_011329326.1	FGSG_07807
XM_011329327.1	FGSG_07808
XM_011329328.1	FGSG_13226
XM_011329329.1	FGSG_07809
XM_011329330.1	FGSG_07810
XM_011329331.1	FGSG_13227
XM_011329332.1	FGSG_13228
XM_011329333.1	FGSG_13229
XM_011329334.1	FGSG_13230
XM_011329335.1	FGSG_07812
XM_011329336.1	FGSG_07813
XM_011329337.1	FGSG_07814
XM_011329338.1	FGSG_07815
XR_893043.1	FGSG_20042
XM_011329339.1	FGSG_07816
XM_011329340.1	FGSG_07817
XM_011329341.1	FGSG_07818
XM_011329342.1	FGSG_07819
XM_011329343.1	FGSG_07820
XM_011329344.1	FGSG_07821
XM_011329345.1	FGSG_07822
XM_011329346.1	FGSG_07823
XM_011329347.1	FGSG_07824
XM_011329348.1	FGSG_07825
XM_011329349.1	FGSG_07826
XM_011329350.1	FGSG_07827
XM_011329351.1	FGSG_07828
XM_011329352.1	FGSG_07829
XM_011329353.1	FGSG_07830
XM_011329354.1	FGSG_07831
XM_011329355.1	FGSG_07832
XM_011329356.1	FGSG_07833
XM_011329357.1	FGSG_07834
XM_011329358.1	FGSG_07835
XM_011329359.1	FGSG_07836
unassigned_transcript_281	FGSG_20686
XM_011329360.1	FGSG_07837
XM_011329361.1	FGSG_07838
XM_011329362.1	FGSG_07839
XM_011329363.1	FGSG_07840
XM_011329364.1	FGSG_07841
XM_011329365.1	FGSG_07842
XM_011329366.1	FGSG_07843
XM_011329367.1	FGSG_07844
XM_011329368.1	FGSG_07845
unassigned_transcript_282	FGSG_20687
XM_011329369.1	FGSG_07846
unassigned_transcript_283	FGSG_20688
XM_011329370.1	FGSG_07847
XM_011329371.1	FGSG_07848
XM_011329372.1	FGSG_07849
XM_011329373.1	FGSG_13231
XM_011329374.1	FGSG_13232
XM_011329376.1	FGSG_13233
XM_011329375.1	FGSG_13234
XM_011329377.1	FGSG_07851
XM_011329378.1	FGSG_07852
XM_011329379.1	FGSG_07853
XM_011329380.1	FGSG_07854
XM_011329381.1	FGSG_07855
XM_011329382.1	FGSG_07856
XM_011329383.1	FGSG_07857
XM_011329384.1	FGSG_07858
XM_011329385.1	FGSG_07859
XM_011329386.1	FGSG_07860
XM_011329387.1	FGSG_07861
XM_011329388.1	FGSG_07862
XM_011329389.1	FGSG_07863
XM_011329390.1	FGSG_13235
XM_011329391.1	FGSG_13236
XM_011329392.1	FGSG_07864
XM_011329393.1	FGSG_07865
XM_011329394.1	FGSG_07866
XM_011329395.1	FGSG_07867
XM_011329396.1	FGSG_07868
XM_011329397.1	FGSG_07869
XM_011329398.1	FGSG_07870
XM_011329399.1	FGSG_13237
XM_011329400.1	FGSG_07871
XM_011329401.1	FGSG_07872
XM_011329402.1	FGSG_07873
XM_011329403.1	FGSG_07874
XM_011329404.1	FGSG_07875
XM_011329405.1	FGSG_07876
XM_011329406.1	FGSG_07877
XM_011329407.1	FGSG_13238
XM_011329408.1	FGSG_13239
XM_011329409.1	FGSG_07879
XM_011329410.1	FGSG_07880
unassigned_transcript_284	FGSG_20689
unassigned_transcript_285	FGSG_20690
XM_011329411.1	FGSG_07881
XM_011329412.1	FGSG_07882
XM_011329413.1	FGSG_07883
XM_011329414.1	FGSG_07884
XM_011329415.1	FGSG_07885
XM_011329416.1	FGSG_07886
XM_011329417.1	FGSG_07887
XM_011329418.1	FGSG_07888
XM_011329419.1	FGSG_07889
XM_011329420.1	FGSG_07890
XM_011329421.1	FGSG_07891
XM_011329422.1	FGSG_07892
XM_011329423.1	FGSG_07893
XM_011329424.1	FGSG_07894
XM_011329425.1	FGSG_07895
XM_011329426.1	FGSG_07896
XM_011329427.1	FGSG_07897
XM_011329428.1	FGSG_07898
XM_011329429.1	FGSG_07899
XM_011329430.1	FGSG_13240
XM_011329431.1	FGSG_13241
XM_011329432.1	FGSG_07901
XM_011329433.1	FGSG_13242
XM_011329434.1	FGSG_13243
XM_011329435.1	FGSG_07903
XM_011329436.1	FGSG_07904
XM_011329437.1	FGSG_13244
XM_011329438.1	FGSG_07905
XM_011329439.1	FGSG_07906
XM_011329440.1	FGSG_07907
XM_011329441.1	FGSG_07908
XM_011329442.1	FGSG_07909
XM_011329443.1	FGSG_07910
XM_011329444.1	FGSG_07911
XM_011329445.1	FGSG_13245
XM_011329446.1	FGSG_13246
XM_011329447.1	FGSG_13247
XM_011329448.1	FGSG_07913
XM_011329449.1	FGSG_07914
XM_011329450.1	FGSG_07915
XM_011329451.1	FGSG_07916
XM_011329452.1	FGSG_07917
XM_011329453.1	FGSG_07918
XM_011329454.1	FGSG_07919
XM_011329455.1	FGSG_07920
XM_011329456.1	FGSG_07921
XR_893044.1	FGSG_20043
XM_011329457.1	FGSG_07922
XM_011329458.1	FGSG_07923
XM_011329459.1	FGSG_13248
XM_011329460.1	FGSG_07924
XM_011329461.1	FGSG_07925
XM_011329462.1	FGSG_13249
XM_011329463.1	FGSG_07926
XM_011329464.1	FGSG_07927
XM_011329465.1	FGSG_07928
XM_011329466.1	FGSG_13250
XM_011329467.1	FGSG_13251
XM_011329468.1	FGSG_07929
XM_011329469.1	FGSG_07930
XM_011329470.1	FGSG_07931
XM_011329471.1	FGSG_07932
unassigned_transcript_286	FGSG_20691
XM_011329472.1	FGSG_07933
XM_011329473.1	FGSG_07934
XM_011329474.1	FGSG_13252
XM_011329475.1	FGSG_13253
XM_011329476.1	FGSG_07936
XM_011329477.1	FGSG_07937
XM_011329478.1	FGSG_07938
XM_011329479.1	FGSG_07939
XM_011329480.1	FGSG_07940
XM_011329481.1	FGSG_07941
XM_011329482.1	FGSG_13254
XM_011329483.1	FGSG_07942
XM_011329484.1	FGSG_07943
XM_011329485.1	FGSG_07944
XM_011329486.1	FGSG_07945
XM_011329487.1	FGSG_07946
XM_011329488.1	FGSG_13255
XM_011329489.1	FGSG_13256
XM_011329490.1	FGSG_07947
XM_011329491.1	FGSG_07948
XM_011329492.1	FGSG_07949
XM_011329493.1	FGSG_07950
XM_011329494.1	FGSG_07951
XM_011329495.1	FGSG_07952
XM_011329496.1	FGSG_07953
XM_011329497.1	FGSG_07954
XM_011329498.1	FGSG_07955
XM_011329499.1	FGSG_07956
XM_011329500.1	FGSG_13257
XM_011329501.1	FGSG_13258
XM_011329502.1	FGSG_07958
XM_011329503.1	FGSG_07959
XM_011329504.1	FGSG_07960
XM_011329505.1	FGSG_07961
XM_011329506.1	FGSG_07962
XM_011329507.1	FGSG_07963
XM_011329508.1	FGSG_07964
XM_011329509.1	FGSG_07965
XM_011329510.1	FGSG_07966
XM_011329511.1	FGSG_07967
XM_011329512.1	FGSG_07968
XM_011329513.1	FGSG_13259
XM_011329514.1	FGSG_07969
XM_011329515.1	FGSG_07970
XM_011329516.1	FGSG_11628
XM_011329517.1	FGSG_11627
XM_011329518.1	FGSG_11626
XM_011329519.1	FGSG_13661
XM_011329520.1	FGSG_09858
XM_011329521.1	FGSG_09857
XM_011329522.1	FGSG_09856
XM_011329523.1	FGSG_09855
XM_011329524.1	FGSG_09854
XM_011329525.1	FGSG_09853
XM_011329526.1	FGSG_09852
XM_011329527.1	FGSG_09851
XM_011329528.1	FGSG_09850
XM_011329529.1	FGSG_13660
XM_011329530.1	FGSG_13659
XM_011329531.1	FGSG_09849
XM_011329532.1	FGSG_09848
XM_011329533.1	FGSG_09847
XM_011329534.1	FGSG_09846
XM_011329535.1	FGSG_09845
XM_011329536.1	FGSG_09844
XM_011329537.1	FGSG_09843
XM_011329538.1	FGSG_09842
XM_011329539.1	FGSG_09841
XM_011329540.1	FGSG_13658
XM_011329541.1	FGSG_13657
XM_011329542.1	FGSG_13656
XM_011329543.1	FGSG_09839
